connectortype,durationcharge,durationsession,energy,tariff,cost,meanpower,maxpower,anomaly
0.0,0.82,0.83,15.834,0.0,0.0,5.346,7.2,1
0.0,1.383,7.173,7.9820027,0.0,0.0,5.484,7.2,1
0.0,0.67980015,2.703,3.9892,1.1570001,4.2330003,5.418,7.2,1
0.0,0.55699986,1.417,4.829,0.0,0.067,3.694,7.2,1
0.0,0.0,0.033,0.11560001,1.177,0.0029999986,6.1731997,7.2,1
0.0,1.153,1.2870001,-0.41,0.387,2.263,5.9040003,7.2,1
0.0,2.8630002,2.1669998,12.129995,0.263,4.047,4.184,7.2,1
0.0,2.277,8.846995,6.466,0.36680004,2.153,2.8890002,7.2,1
0.0,5.75,1.81,3.814,0.24,0.92,2.889,7.2,1
0.0,4.513,4.657,7.443,0.067,0.0,6.097,7.2,1
0.0,0.4,0.4,25.787,0.59,1.54,6.515,7.2,1
0.0,0.18699995,0.467,2.2910001,0.6030002,1.6470001,5.962,7.2,1
0.0,0.6069998,2.027,12.165996,0.333,4.907,6.678,7.2,1
0.0,3.243,3.3869998,2.11,0.9369998,9.543004,3.27,7.2,1
0.0,0.24699995,0.24699995,4.086,0.8130002,1.017,6.078,7.2,1
0.0,2.423,2.9169998,2.9259999,0.067,0.0268,5.579,7.2,1
0.0,3.01,3.02,84.31,0.0,0.0,5.104,7.2,1
0.0,4.813,3.277,15.979996,0.7430002,12.956996,3.3279998,7.2,1
0.0,0.7669998,1.207,3.676,1.023,4.147,3.379,7.2,1
0.0,0.5630002,1.633,3.7649999,0.42700002,1.263,5.803,7.2,1
0.0,3.273,16.553001,11.074996,0.0,0.0,3.229,7.2,1
0.0,0.06299999,0.073,-0.47500008,0.067,0.0,2.987,7.2,1
0.0,1.053,1.1434001,2.628,0.067,0.0,5.8120003,7.2,1
0.0,2.443,2.9269998,1.814,1.177,7.313,2.582,7.2,1
0.0,0.333,0.14699998,0.318,0.067,0.0,3.0700002,7.2,1
0.0,7.81,2.19,13.178,1.22,16.08,6.017,7.2,1
0.0,2.1669998,7.7669997,11.032004,0.067,0.0,5.218,7.2,1
0.0,0.6069998,2.067,11.863996,0.0,0.067,6.025,7.2,1
0.0,0.6430002,6.493,1.676,1.053,2.017,2.5219998,7.2,1
0.0,1.29,1.3,30.763,0.0,0.0,3.109,7.2,1
0.0,7.62,1.78,5.326,0.0,0.0,2.992,7.2,1
0.0,2.8769999,10.826996,11.035005,0.067,0.0,3.884,7.2,1
0.0,1.533,2.8330002,3.452,0.067,0.0,4.59,7.2,1
0.0,2.3830001,2.7766,1.794,0.067,0.0,2.974,7.2,1
0.0,2.27,2.28,79.386,0.0,0.0,5.544,7.2,1
0.0,8.0269985,7.9834,6.691,0.067,0.0,3.154,7.2,1
0.0,1.533,3.1330001,0.367,0.067,0.0,3.122,7.2,1
0.0,0.087,1.8366,0.31640002,0.040200002,0.067,5.117,7.2,1
0.0,2.673,2.6269999,4.835,0.067,0.0,5.413,7.2,1
0.0,2.213,1.177,7.053,0.0,0.067,3.1309998,7.2,1
0.0,2.36,0.61,3.596,0.0,0.0,5.993,7.2,1
0.0,1.3529999,1.3797997,3.231,1.2870001,10.203005,5.863,7.2,1
0.0,15.75,3.23,20.015,0.81,16.21,6.197,7.2,1
0.0,2.95,2.95,102.763,0.0,0.0,4.408,7.2,1
0.0,1.74,1.74,72.353,0.74,7.7,5.977,7.2,1
0.0,1.96,2.47,37.111,1.13,6.7,3.024,7.2,1
0.0,1.383,2.483,1.4760001,0.067,0.0,2.921,7.2,1
0.0,0.8169998,2.1369998,6.722,0.97299993,7.127,3.363,7.2,1
0.0,2.527,9.316996,7.315,0.0,0.0,2.934,7.2,1
0.0,1.5370001,6.337,4.576,0.0,0.0,3.092,7.2,1
0.0,2.3430002,1.5270001,13.967996,0.0,0.067,5.835,7.2,1
0.0,2.403,2.777,0.6809998,0.067,0.0,5.525,7.2,1
0.0,1.33,1.34,22.576,0.0,0.0,6.072,7.2,1
0.0,3.227,8.606996,18.759,0.51699996,8.403005,5.8910003,7.2,1
0.0,4.85,1.5,5.334,0.71,3.79,5.443,7.2,1
0.0,4.06,1.18,13.306,0.0,0.0,3.277,7.2,1
0.0,0.21339999,0.137,1.215,0.38979995,0.55699986,5.8069997,7.2,1
0.0,3.01,4.32,116.325,0.77,9.12,3.937,7.2,1
0.0,1.5,1.5,47.342,0.0,0.0,3.257,7.2,1
0.0,1.477,3.9936004,4.295,0.0067,0.053600006,3.1476004,7.2,1
0.0,15.59,3.3,11.328,0.0,0.0,3.443,7.2,1
0.0,0.8369998,2.027,7.1010003,0.0,0.067,5.045,7.2,1
0.0,1.2329999,1.367,-0.14400005,0.8069998,3.1130002,3.243,7.2,1
0.0,6.0369997,3.257,7.567,0.55699986,3.6030002,2.742,7.2,1
0.0,1.4629999,1.5534,3.557,0.067,0.0,4.905,7.2,1
0.0,2.443,12.886995,7.993004,0.0,0.0,3.144,7.2,1
0.0,7.71,2.61,5.953,0.52,3.1,2.918,7.2,1
0.0,2.43,0.73,7.619,1.2,9.14,3.135,7.2,1
0.0,0.90699977,2.047,11.941996,0.0,0.067,6.064,7.2,1
0.0,2.477,10.426995,14.425004,0.0,0.0,5.946,7.2,1
0.0,2.1769998,2.197,16.217999,0.0,0.067,2.991,7.2,1
0.0,0.9230002,1.057,-0.418,0.067,0.0,2.1820002,7.2,1
0.0,3.13,0.69,2.275,0.0,0.0,3.297,7.2,1
0.0,3.9,4.15,96.485,0.11,1.3,3.04,7.2,1
0.0,0.50699997,1.7770001,3.0730002,0.9829999,3.3669999,4.31,7.2,1
0.0,0.267,0.5869998,2.8230002,0.6830002,2.237,5.625,7.2,1
0.0,3.483,3.6169999,3.475,0.21699995,2.3630002,4.488,7.2,1
0.0,0.9369998,2.6269999,11.649004,0.0,0.067,5.954,7.2,1
0.0,0.22699994,0.51699996,1.303,0.0,0.067,3.181,7.2,1
