connectortype,durationcharge,durationsession,energy,tariff,cost,meanpower,maxpower,anomaly
0.0,0.82,0.83,15.834,0.0,0.0,5.346,7.2,1
0.0,1.4410001,7.231002,8.04,0.0,0.0,5.542002,7.2,1
0.0,0.7110003,2.761,3.958,1.099,4.2910023,5.476002,7.2,1
0.0,0.499,1.359,4.887002,0.0,0.009,3.6360002,7.2,1
0.0,0.0010000002,0.091000006,0.070999995,1.119,0.061,6.191002,7.2,1
0.0,1.2110001,1.229,-0.468,0.329,2.3209999,5.9620023,7.2,1
0.0,2.921,2.109,12.072,0.321,3.989,4.125998,7.2,1
0.0,2.219,8.789,6.524002,0.331,2.211,2.947,7.2,1
0.0,5.75,1.81,3.814,0.24,0.92,2.889,7.2,1
0.0,4.571002,4.598998,7.384998,0.009,0.0,6.155002,7.2,1
0.0,0.4,0.4,25.787,0.59,1.54,6.515,7.2,1
0.0,0.129,0.409,2.349,0.6610003,1.589,5.903998,7.2,1
0.0,0.5489997,1.969,12.108,0.391,4.848998,6.619998,7.2,1
0.0,3.3009999,3.329,2.052,0.8789997,9.601,3.3279998,7.2,1
0.0,0.18900001,0.18900001,4.027998,0.8710003,0.9589997,6.019998,7.2,1
0.0,2.481,2.859,2.868,0.009,0.0,5.637002,7.2,1
0.0,3.01,3.02,84.31,0.0,0.0,5.104,7.2,1
0.0,4.871002,3.219,15.922,0.8010003,12.899,3.27,7.2,1
0.0,0.7089997,1.1489999,3.734,1.0810001,4.088998,3.321,7.2,1
0.0,0.6210003,1.6910001,3.707,0.36900002,1.3210001,5.861002,7.2,1
0.0,3.3309999,16.611,11.017,0.0,0.0,3.287,7.2,1
0.0,0.12099999,0.131,-0.5330003,0.009,0.0,3.0449998,7.2,1
0.0,1.1110001,1.1389999,2.5700002,0.009,0.0,5.8700023,7.2,1
0.0,2.501,2.869,1.7559999,1.119,7.371002,2.6399999,7.2,1
0.0,0.391,0.089,0.26,0.009,0.0,3.128,7.2,1
0.0,7.81,2.19,13.178,1.22,16.08,6.017,7.2,1
0.0,2.109,7.7089977,11.09,0.009,0.0,5.276002,7.2,1
0.0,0.5489997,2.009,11.806,0.0,0.009,5.966998,7.2,1
0.0,0.7010003,6.551002,1.7340001,1.1110001,1.959,2.464,7.2,1
0.0,1.29,1.3,30.763,0.0,0.0,3.109,7.2,1
0.0,7.62,1.78,5.326,0.0,0.0,2.992,7.2,1
0.0,2.819,10.769,11.093,0.009,0.0,3.942,7.2,1
0.0,1.5910001,2.891,3.394,0.009,0.0,4.648002,7.2,1
0.0,2.441,2.799,1.736,0.009,0.0,3.0319998,7.2,1
0.0,2.27,2.28,79.386,0.0,0.0,5.544,7.2,1
0.0,7.968998,7.977198,6.632998,0.009,0.0,3.212,7.2,1
0.0,1.5910001,3.191,0.30900002,0.009,0.0,3.1799998,7.2,1
0.0,0.029,1.859,0.294,0.0,0.009,5.058998,7.2,1
0.0,2.731,2.569,4.776998,0.009,0.0,5.471002,7.2,1
0.0,2.271,1.119,6.994998,0.0,0.009,3.073,7.2,1
0.0,2.36,0.61,3.596,0.0,0.0,5.993,7.2,1
0.0,1.411,1.4289999,3.173,1.229,10.261001,5.921002,7.2,1
0.0,15.75,3.23,20.015,0.81,16.21,6.197,7.2,1
0.0,2.95,2.95,102.763,0.0,0.0,4.408,7.2,1
0.0,1.74,1.74,72.353,0.74,7.7,5.977,7.2,1
0.0,1.96,2.47,37.111,1.13,6.7,3.024,7.2,1
0.0,1.4410001,2.541,1.418,0.009,0.0,2.9789999,7.2,1
0.0,0.7589997,2.079,6.780002,1.031,7.068998,3.305,7.2,1
0.0,2.469,9.259,7.373002,0.0,0.0,2.9919999,7.2,1
0.0,1.479,6.278998,4.634002,0.0,0.0,3.1499999,7.2,1
0.0,2.401,1.469,13.91,0.0,0.009,5.776998,7.2,1
0.0,2.461,2.719,0.6229997,0.009,0.0,5.583002,7.2,1
0.0,1.33,1.34,22.576,0.0,0.0,6.072,7.2,1
0.0,3.1690001,8.549,18.817,0.459,8.461,5.9490023,7.2,1
0.0,4.85,1.5,5.334,0.71,3.79,5.443,7.2,1
0.0,4.06,1.18,13.306,0.0,0.0,3.277,7.2,1
0.0,0.209,0.078999996,1.157,0.421,0.499,5.7489977,7.2,1
0.0,3.01,4.32,116.325,0.77,9.12,3.937,7.2,1
0.0,1.5,1.5,47.342,0.0,0.0,3.257,7.2,1
0.0,1.4189999,3.9490001,4.353002,0.0,0.009,3.1030002,7.2,1
0.0,15.59,3.3,11.328,0.0,0.0,3.443,7.2,1
0.0,0.7789997,1.969,7.1590023,0.0,0.009,4.986998,7.2,1
0.0,1.291,1.3089999,-0.20199999,0.7489997,3.171,3.3009999,7.2,1
0.0,5.9789977,3.1990001,7.508998,0.499,3.661,2.8,7.2,1
0.0,1.521,1.5489999,3.499,0.009,0.0,4.963002,7.2,1
0.0,2.501,12.8289995,8.051001,0.0,0.0,3.202,7.2,1
0.0,7.71,2.61,5.953,0.52,3.1,2.918,7.2,1
0.0,2.43,0.73,7.619,1.2,9.14,3.135,7.2,1
0.0,0.8489997,1.989,11.884,0.0,0.009,6.005998,7.2,1
0.0,2.4190001,10.3689995,14.483,0.0,0.0,6.004002,7.2,1
0.0,2.119,2.1390002,16.16,0.0,0.009,2.933,7.2,1
