connectortype,durationcharge,durationsession,energy,tariff,cost,meanpower,maxpower,anomaly
0.0,0.82,0.83,15.834,0.0,0.0,5.346,7.2,1
0.0,1.3660004,7.156,7.9440002,0.0,0.0,5.4670005,7.2,1
0.0,0.699,2.6650004,4.0119996,1.1949996,4.1950006,5.3800006,7.2,1
0.0,0.595,1.4549996,4.7910004,0.0,0.105,3.7319996,7.2,1
0.0,0.0,0.01,0.103999995,1.2149996,0.0,6.2,7.2,1
0.0,1.1150005,1.3249996,-0.372,0.42499998,2.2250004,5.8660007,7.2,1
0.0,2.8250005,2.2049994,12.167999,0.22500002,4.0849996,4.2219996,7.2,1
0.0,2.3149996,8.884999,6.4280005,0.4030001,2.1150005,2.8510005,7.2,1
0.0,5.75,1.81,3.814,0.24,0.92,2.889,7.2,1
0.0,4.4750004,4.6949997,7.4809995,0.105,0.0,6.0590005,7.2,1
0.0,0.4,0.4,25.787,0.59,1.54,6.515,7.2,1
0.0,0.225,0.505,2.2530005,0.565,1.6849996,5.9999995,7.2,1
0.0,0.64500004,2.0649996,12.2039995,0.29500002,4.9449997,6.7159996,7.2,1
0.0,3.2050004,3.4249995,2.1479995,0.975,9.505,3.2320004,7.2,1
0.0,0.285,0.285,4.1239996,0.775,1.0549998,6.1159997,7.2,1
0.0,2.3850005,2.9549994,2.9639995,0.105,0.063,5.5410004,7.2,1
0.0,3.01,3.02,84.31,0.0,0.0,5.104,7.2,1
0.0,4.7750006,3.3149996,16.018,0.705,12.995,3.3659995,7.2,1
0.0,0.805,1.2449995,3.6380005,0.9850004,4.1849995,3.4169996,7.2,1
0.0,0.525,1.5950005,3.8029995,0.465,1.2250005,5.7650003,7.2,1
0.0,3.2350004,16.515001,11.113,0.0,0.0,3.1910005,7.2,1
0.0,0.025000006,0.03500001,-0.437,0.105,0.0,2.9490004,7.2,1
0.0,1.0150005,1.1090001,2.6659997,0.105,0.0,5.7740006,7.2,1
0.0,2.4050004,2.9019997,1.8519995,1.2149996,7.2750006,2.5440004,7.2,1
0.0,0.29500002,0.18499999,0.35599998,0.105,0.0,3.0320005,7.2,1
0.0,7.81,2.19,13.178,1.22,16.08,6.017,7.2,1
0.0,2.2049994,7.8049994,10.994,0.105,0.0,5.1800003,7.2,1
0.0,0.64500004,2.1049995,11.901999,0.0,0.105,6.0629997,7.2,1
0.0,0.60499996,6.4550004,1.6380005,1.0150005,2.0549996,2.5599995,7.2,1
0.0,1.29,1.3,30.763,0.0,0.0,3.109,7.2,1
0.0,7.62,1.78,5.326,0.0,0.0,2.992,7.2,1
0.0,2.9149995,10.865,10.997001,0.105,0.0,3.8460004,7.2,1
0.0,1.4950005,2.7950006,3.4899995,0.105,0.0,4.5520005,7.2,1
0.0,2.3450005,2.7270002,1.8319995,0.105,0.0,2.9360003,7.2,1
0.0,2.27,2.28,79.386,0.0,0.0,5.544,7.2,1
0.0,8.065,7.991,6.7289996,0.105,0.0,3.1160004,7.2,1
0.0,1.4950005,3.0950005,0.405,0.105,0.0,3.0840003,7.2,1
0.0,0.10399999,1.8080002,0.34500006,0.0735,0.105,5.1549997,7.2,1
0.0,2.6350005,2.6649995,4.8729997,0.105,0.0,5.3750005,7.2,1
0.0,2.1750004,1.2149996,7.0909996,0.0,0.105,3.1689994,7.2,1
0.0,2.36,0.61,3.596,0.0,0.0,5.993,7.2,1
0.0,1.3150004,1.3570002,3.2689996,1.3,10.165001,5.8250003,7.2,1
0.0,15.75,3.23,20.015,0.81,16.21,6.197,7.2,1
0.0,2.95,2.95,102.763,0.0,0.0,4.408,7.2,1
0.0,1.74,1.74,72.353,0.74,7.7,5.977,7.2,1
0.0,1.96,2.47,37.111,1.13,6.7,3.024,7.2,1
0.0,1.3450005,2.4450004,1.5139996,0.105,0.0,2.8830004,7.2,1
0.0,0.855,2.1749995,6.6840005,0.935,7.1649995,3.4009995,7.2,1
0.0,2.5649996,9.355,7.2770004,0.0,0.0,2.8960004,7.2,1
0.0,1.5749996,6.3749995,4.5380006,0.0,0.0,3.0540004,7.2,1
0.0,2.3050005,1.5649996,14.006,0.0,0.105,5.8729997,7.2,1
0.0,2.3650005,2.8149996,0.71900004,0.105,0.0,5.4870005,7.2,1
0.0,1.33,1.34,22.576,0.0,0.0,6.072,7.2,1
0.0,3.2649996,8.6449995,18.721,0.555,8.365001,5.8530006,7.2,1
0.0,4.85,1.5,5.334,0.71,3.79,5.443,7.2,1
0.0,4.06,1.18,13.306,0.0,0.0,3.277,7.2,1
0.0,0.2,0.175,1.2529995,0.40899998,0.595,5.8449993,7.2,1
0.0,3.01,4.32,116.325,0.77,9.12,3.937,7.2,1
0.0,1.5,1.5,47.342,0.0,0.0,3.257,7.2,1
0.0,1.5149995,4.003,4.2570004,0.042,0.021000005,3.115,7.2,1
0.0,15.59,3.3,11.328,0.0,0.0,3.443,7.2,1
0.0,0.875,2.0649996,7.0630007,0.0,0.105,5.0829997,7.2,1
0.0,1.1950004,1.4049995,-0.106000006,0.845,3.0750005,3.2050004,7.2,1
0.0,6.0749993,3.2949996,7.6049995,0.595,3.5650005,2.7040005,7.2,1
0.0,1.4250004,1.519,3.5949996,0.105,0.0,4.8670006,7.2,1
0.0,2.4050004,12.924999,7.955001,0.0,0.0,3.1060004,7.2,1
0.0,7.71,2.61,5.953,0.52,3.1,2.918,7.2,1
0.0,2.43,0.73,7.619,1.2,9.14,3.135,7.2,1
0.0,0.945,2.0849996,11.98,0.0,0.105,6.1019998,7.2,1
0.0,2.5149996,10.464999,14.387,0.0,0.0,5.9080005,7.2,1
0.0,2.2149994,2.2349997,16.255999,0.0,0.105,3.0289996,7.2,1
0.0,0.885,1.0949996,-0.38000003,0.105,0.0,2.1440005,7.2,1
0.0,3.13,0.69,2.275,0.0,0.0,3.297,7.2,1
0.0,3.9,4.15,96.485,0.11,1.3,3.04,7.2,1
0.0,0.545,1.8149996,3.0350006,0.94500005,3.4049995,4.3479996,7.2,1
