p,q,anomaly
2.2779775,0.18177079,1
-2.4990654,0.4752585,1
-3.3655517,0.2934776,1
-0.9076666,-0.00010850633,1
-1.3064333,1.222955,1
0.21613851,0.34000564,1
0.31915337,0.35182515,1
1.8038563,0.36098248,1
-2.3223898,1.047933,1
0.31851503,0.25958416,1
-0.77507293,0.7674381,1
0.11873935,0.38326004,1
2.6763752,0.35817373,1
1.9030491,0.3258539,1
0.5313818,0.33725578,1
-1.2444859,0.35504687,1
1.9298328,0.76594305,1
0.2341136,0.2559556,1
0.6589384,-0.5573784,1
-0.47495738,0.748625,1
1.829021,0.23780766,1
1.0793093,0.36576778,1
4.6465592,0.41931325,1
0.9285689,0.8258114,1
0.12745714,0.29047307,1
0.2122154,0.24364689,1
2.2535086,0.90543056,1
-2.812952,0.7379441,1
-1.0741662,0.025412861,1
0.8194926,0.90162456,1
4.5906425,1.6370215,1
-1.8151294,0.6536361,1
2.3782456,0.85760856,1
2.3248816,0.25820056,1
0.29856887,0.2359499,1
-2.4795692,0.17429754,1
0.60686624,0.73360795,1
1.6741942,0.406902,1
0.6713526,0.80517,1
2.2480261,0.27266267,1
0.88501966,0.810705,1
-4.5663986,1.620183,1
0.2106007,0.33201513,1
0.357177,0.10250875,1
2.0324442,0.8255935,1
1.0948409,1.4470406,1
0.19409586,0.2758682,1
-1.1095405,0.7750533,1
-3.4230711,-0.75668454,1
2.3392725,0.9217835,1
0.21370602,0.29577127,1
-0.7365417,0.26431632,1
4.066753,0.336959,1
-1.1195985,0.28107995,1
1.5712007,0.32185924,1
-2.7298555,-0.40794575,1
3.0109358,1.233702,1
0.31226295,0.08307409,1
-1.9528509,-0.08149856,1
4.856823,-0.752724,1
1.605424,0.42398456,1
0.17912635,0.28511068,1
-0.6928819,0.015205415,1
0.7454109,0.638651,1
-1.5589994,-0.09877871,1
2.322425,0.27959952,1
-4.976216,0.30915213,1
0.31575602,0.36528957,1
1.8005904,0.33069262,1
-0.68225384,-0.064007744,1
-0.56831056,0.009454569,1
-3.043381,1.3376036,1
1.9762064,0.79395556,1
0.16468933,0.40336132,1
0.31694183,0.14444631,1
-1.8048248,0.2877479,1
-0.91156214,-0.9998497,1
0.2728646,0.29494298,1
-4.7179384,0.46974298,1
0.24527845,0.26375827,1
-2.083555,-1.0160999,1
2.108251,0.2078256,1
-2.3615615,-0.24022935,1
3.0852146,1.11618,1
-1.4009445,-0.19427261,1
-1.4112681,-0.039866112,1
0.7380692,-0.6996785,1
0.109219015,0.3833013,1
-0.5991218,0.111583285,1
0.20210704,0.3501792,1
-2.3740003,1.0558723,1
-2.122385,0.8454657,1
-3.4240508,0.50816154,1
1.1784606,-0.81737155,1
0.69446784,0.6587843,1
1.1505288,0.46212754,1
-1.2351602,1.565415,1
-1.0355065,-0.14774287,1
