p,q,anomaly
2.2489772,-0.029229417,1
-2.4990654,0.4752585,1
-3.3655517,0.2934776,1
-0.9076666,-0.00010850633,1
-1.3064333,1.222955,1
-0.1768615,0.5510059,1
0.5607536,-0.04117486,1
1.5928564,0.1499825,1
-2.3223898,1.047933,1
-0.2564849,0.47058433,1
-0.77507293,0.7674381,1
-0.092260644,0.23026004,1
3.2835758,0.569174,1
1.6920493,0.11485394,1
0.4089818,0.3678558,1
-1.2444859,0.35504687,1
1.9894326,0.73694277,1
0.2051136,0.2849556,1
0.6589384,-0.5573784,1
-0.47495738,0.748625,1
2.040021,0.26680765,1
1.4127091,0.3947678,1
5.403561,0.026313245,1
0.8995686,0.85481167,1
-0.083542824,0.22927305,1
-0.18078455,0.39504686,1
3.0105085,1.0584306,1
-2.812952,0.7379441,1
-1.0741662,0.025412861,1
0.9724924,1.1126245,1
4.803242,1.2440218,1
-1.8151294,0.6536361,1
2.5892458,1.0686085,1
2.8418818,0.047200553,1
0.23736885,0.2971499,1
-2.4795692,0.17429754,1
0.21386626,1.1266079,1
1.4631944,0.195902,1
0.09635259,1.3801699,1
2.4300263,0.24366269,1
1.1282198,1.2955048,1
-4.5663986,1.620183,1
0.18160072,0.2724152,1
-0.21782294,0.43590865,1
1.8214443,1.0365934,1
1.156041,1.3858404,1
0.16509587,0.3048682,1
-1.1095405,0.7750533,1
-3.4230711,-0.75668454,1
2.3086724,0.9523835,1
0.184706,0.26677126,1
-0.7365417,0.26431632,1
4.823755,0.54795927,1
-1.1195985,0.28107995,1
1.5100006,0.4426592,1
-2.7298555,-0.40794575,1
3.039936,1.1435022,1
0.10126296,0.26507407,1
-1.9528509,-0.08149856,1
4.856823,-0.752724,1
1.5136238,0.42398453,1
-0.2138736,0.22391066,1
-0.6928819,0.015205415,1
0.35241088,1.031651,1
-1.5589994,-0.09877871,1
2.7154255,0.27959952,1
-4.976216,0.30915213,1
-0.077243984,0.75828993,1
1.9535904,0.11969262,1
-0.68225384,-0.064007744,1
-0.56831056,0.009454569,1
-3.043381,1.3376036,1
2.0358062,0.7649553,1
0.13568932,0.4323614,1
0.2557418,0.11384631,1
-1.8048248,0.2877479,1
-0.91156214,-0.9998497,1
0.60626465,-0.09805703,1
-4.7179384,0.46974298,1
0.034278445,0.23475829,1
-2.083555,-1.0160999,1
2.5012517,0.2690256,1
-2.3615615,-0.24022935,1
3.296215,1.2369797,1
-1.4009445,-0.19427261,1
-1.4112681,-0.039866112,1
0.7380692,-0.6996785,1
-0.28378093,0.2013013,1
-0.5991218,0.111583285,1
0.17310704,0.37917918,1
-2.3740003,1.0558723,1
-2.122385,0.8454657,1
-3.4240508,0.50816154,1
1.1784606,-0.81737155,1
0.66546756,0.86978453,1
1.1795287,0.4009275,1
-1.2351602,1.565415,1
-1.0355065,-0.14774287,1
-2.283082,0.045724764,1
-0.08546542,0.22846867,1
1.6282957,0.23193446,1
0.40853244,0.36292154,1
3.5067172,1.1196262,1
-1.0071706,1.3933873,1
-1.4099469,1.706747,1
0.61209446,0.874294,1
1.977158,0.850965,1
-1.457765,1.4617697,1
-0.2542329,-0.7265781,1
1.5626149,0.35821664,1
-2.1289408,-0.3152821,1
1.4629349,0.0359423,1
2.2169929,-0.105320245,1
0.35229635,-0.098673075,1
-2.5770419,0.17703208,1
2.6269298,-0.04233423,1
1.7356939,0.2947363,1
0.7689607,0.89369434,1
0.40659347,0.365094,1
-2.0018022,0.14950159,1
3.1266806,-0.6193546,1
-2.1340082,-0.2958866,1
-1.1953441,-1.0746052,1
1.7671678,0.88249385,1
0.29905725,-0.79627144,1
0.5785354,0.5995046,1
0.686677,0.21567874,1
0.8500246,0.8239769,1
0.5065985,0.3733709,1
-1.3102721,-0.061111446,1
-0.62335414,0.49229378,1
4.08249,-1.1661218,1
-0.70293415,0.75847363,1
1.8292152,0.37745214,1
0.2603213,0.12101077,1
2.0951507,-0.023240864,1
1.2007241,1.1032598,1
-1.663672,0.17270112,1
0.6511364,0.741417,1
0.11817641,0.44146997,1
-2.2389853,0.14231749,1
-2.9543002,1.2070923,1
1.0976112,1.0814357,1
-0.73518753,-1.6678355,1
0.29055983,0.31348178,1
-5.3527527,-0.55784637,1
-1.9919536,-1.1379905,1
-0.16834992,1.9547958,1
1.1482644,0.025172755,1
-0.7559282,0.85360307,1
-1.9106278,-0.81779677,1
1.7762394,0.26902252,1
2.6257415,-0.64990884,1
0.23592544,1.5061846,1
2.3417163,0.39483187,1
0.24139678,0.54476947,1
0.6102985,1.0549583,1
-2.1310637,1.0325751,1
2.9498243,1.0138983,1
-3.5983043,1.0834255,1
0.2510157,0.30300394,1
2.3479934,0.9974359,1
-0.73481023,0.20581333,1
-2.9930823,1.0677356,1
3.8017373,0.05246588,1
1.9574199,0.18224275,1
-2.0870583,1.0471628,1
1.336947,0.44542754,1
-2.7583172,0.8370695,1
2.9033613,-0.12728205,1
-0.33229846,-0.4739547,1
-5.02842,0.6618574,1
0.25022623,0.11811305,1
-2.2317622,1.1779028,1
1.5473487,1.4250237,1
3.0516896,-0.5508507,1
-0.92023444,0.073496945,1
-1.1877471,-0.31274208,1
0.33392286,0.37890583,1
5.6257977,0.13076214,1
0.86350703,0.8159184,1
1.2127331,0.11496569,1
0.06898228,2.103446,1
1.0002307,0.3437116,1
1.2941953,-0.543955,1
-0.5849842,0.66648376,1
3.1550493,0.3504113,1
0.3004747,0.116572715,1
-1.2152846,0.33885017,1
