p,q,anomaly
2.2989764,0.020770594,1
-2.4990654,0.4752585,1
-3.3655517,0.2934776,1
-0.9076666,-0.00010850633,1
-1.3064333,1.222955,1
-0.12686148,0.5010054,1
0.52075315,0.008825153,1
1.6428567,0.19998252,1
-2.3223898,1.047933,1
-0.20648488,0.42058396,1
-0.77507293,0.7674381,1
-0.042260632,0.26146004,1
3.0193765,0.5191735,1
1.7420496,0.16485396,1
0.3283818,0.37785578,1
-1.2444859,0.35504687,1
1.9900333,0.7869433,1
0.2551136,0.23495558,1
0.6589384,-0.5573784,1
-0.47495738,0.748625,1
1.9900218,0.21680763,1
1.4433092,0.4259677,1
5.35356,0.07631326,1
0.9495691,0.8048111,1
-0.033542812,0.24987307,1
-0.13078454,0.6286471,1
2.9605095,1.1084309,1
-2.812952,0.7379441,1
-1.0741662,0.025412861,1
1.0224929,1.0626242,1
4.894442,1.2940221,1
-1.8151294,0.6536361,1
2.5392468,1.0186082,1
2.891881,0.097200565,1
0.25796887,0.2765499,1
-2.4795692,0.17429754,1
0.26386628,1.0766076,1
1.5131947,0.24590202,1
0.1463526,1.3301696,1
2.511226,0.2936627,1
0.9858196,1.1537046,1
-4.5663986,1.620183,1
0.23160073,0.31241515,1
-0.16782293,0.5883088,1
1.8714446,0.9865931,1
1.0542408,1.2440403,1
0.21509588,0.25486818,1
-1.1095405,0.7750533,1
-3.4230711,-0.75668454,1
2.3392725,0.9623836,1
0.19410601,0.31677127,1
-0.7365417,0.26431632,1
4.7737536,0.4979588,1
-1.1195985,0.28107995,1
1.4088005,0.38205922,1
-2.7298555,-0.40794575,1
2.9899368,1.1329021,1
0.15126297,0.30567408,1
-1.9528509,-0.08149856,1
4.856823,-0.752724,1
1.4024237,0.38338453,1
-0.16387358,0.24451068,1
-0.6928819,0.015205415,1
0.4024109,0.9816507,1
-1.5589994,-0.09877871,1
2.6654263,0.27959952,1
-4.976216,0.30915213,1
-0.027243972,0.7082894,1
2.0035906,0.16969265,1
-0.68225384,-0.064007744,1
-0.56831056,0.009454569,1
-3.043381,1.3376036,1
1.995807,0.81495583,1
0.18568933,0.38236123,1
0.27634183,0.14444631,1
-1.8048248,0.2877479,1
-0.91156214,-0.9998497,1
0.5556644,-0.04805702,1
-4.7179384,0.46974298,1
0.08427846,0.2847583,1
-2.083555,-1.0160999,1
2.4512525,0.24842557,1
-2.3615615,-0.24022935,1
3.2462158,1.1763797,1
-1.4009445,-0.19427261,1
-1.4112681,-0.039866112,1
0.7380692,-0.6996785,1
-0.23378092,0.2825013,1
-0.5991218,0.111583285,1
0.22310707,0.3291792,1
-2.3740003,1.0558723,1
-2.122385,0.8454657,1
-3.4240508,0.50816154,1
1.1784606,-0.81737155,1
0.71546805,0.81978405,1
1.1295284,0.29972753,1
-1.2351602,1.565415,1
-1.0355065,-0.14774287,1
-2.283082,0.045724764,1
-0.035465404,0.22846866,1
1.678296,0.28193447,1
0.4791324,0.35352153,1
3.456718,1.1696265,1
-1.0071706,1.3933873,1
-1.4099469,1.706747,1
0.66209483,0.8242935,1
2.027158,0.7397646,1
-1.457765,1.4617697,1
-0.2542329,-0.7265781,1
1.603215,0.35821664,1
-2.1289408,-0.3152821,1
1.5129352,0.08594231,1
2.2669919,-0.055320233,1
0.43289635,-0.048673064,1
-2.5770419,0.17703208,1
2.676929,0.007665783,1
1.746294,0.30533633,1
0.81896126,0.843694,1
0.32539347,0.38569403,1
-2.0018022,0.14950159,1
3.1266806,-0.6193546,1
-2.1340082,-0.2958866,1
-1.1953441,-1.0746052,1
1.8171681,0.8324934,1
0.29905725,-0.79627144,1
0.49793497,0.49770465,1
0.6060765,0.26567876,1
0.80002403,0.83337736,1
0.456598,0.37397093,1
-1.3102721,-0.061111446,1
-0.62335414,0.49229378,1
4.08249,-1.1661218,1
-0.70293415,0.75847363,1
1.7792149,0.3274521,1
0.27032128,0.111010775,1
2.1451502,0.026759148,1
1.2507244,1.0532595,1
-1.663672,0.17270112,1
0.70113695,0.6914165,1
0.16817641,0.39146978,1
-2.2389853,0.14231749,1
-2.9543002,1.2070923,1
1.1476114,1.0314354,1
-0.73518753,-1.6678355,1
0.25995982,0.3440818,1
-5.3527527,-0.55784637,1
-1.9919536,-1.1379905,1
