p,q,anomaly
1.8259778,0.08777059,1
-2.4990654,0.4752585,1
-3.3655517,0.2934776,1
-0.9076666,-0.00010850633,1
-1.3064333,1.222955,1
-0.05986149,0.65000564,1
0.57515335,0.07582515,1
1.1698569,0.2669825,1
-2.3223898,1.047933,1
-0.13948487,0.35358405,1
-0.50507283,1.0374382,1
0.02473935,0.27526,1
2.9523761,0.45217365,1
1.2690498,0.23185393,1
0.2613817,0.33725578,1
-1.2444859,0.35504687,1
1.8418334,0.3139429,1
0.26811358,0.27595553,1
0.9289385,-0.2873783,1
-0.2049573,0.47862488,1
1.9230216,0.3118076,1
1.2813095,0.3857677,1
5.3945594,0.14331326,1
0.8545689,0.84581137,1
0.033457167,0.29047307,1
-0.06378453,0.47964686,1
2.8935091,1.1754303,1
-2.812952,0.7379441,1
-1.0741662,0.025412861,1
1.0894926,0.99562496,1
5.042642,1.3610213,1
-1.8151294,0.6536361,1
2.4722464,1.0056089,1
2.580882,0.16420056,1
0.24456887,0.3439499,1
-2.4795692,0.17429754,1
0.33086628,1.0096084,1
1.0401949,0.312902,1
0.21335258,1.2631704,1
2.4840262,0.3606627,1
1.3370192,1.0867054,1
-4.5663986,1.620183,1
0.2446007,0.36601517,1
-0.10082292,0.7365088,1
1.9384438,0.91959375,1
1.3648404,1.177041,1
0.28209588,0.29586813,1
-1.1095405,0.7750533,1
-3.4230711,-0.75668454,1
2.069273,0.8677835,1
0.30170602,0.3837713,1
-0.7365417,0.26431632,1
5.0307527,0.43095893,1
-1.1195985,0.28107995,1
1.3012012,0.39585918,1
-2.7298555,-0.40794575,1
2.9229364,1.1597018,1
0.21826296,0.26507407,1
-1.9528509,-0.08149856,1
4.856823,-0.752724,1
1.3354245,0.47798455,1
-0.09687357,0.28511068,1
-0.6928819,0.015205415,1
0.46941096,0.9146513,1
-1.5589994,-0.09877871,1
2.5984259,0.27959952,1
-4.976216,0.30915213,1
0.039756015,0.6412896,1
1.6925906,0.23669264,1
-0.68225384,-0.064007744,1
-0.56831056,0.009454569,1
-3.043381,1.3376036,1
1.9962068,0.7739556,1
0.2526893,0.3153612,1
0.20894182,0.14444631,1
-1.8048248,0.2877479,1
-0.91156214,-0.9998497,1
0.6908646,0.018942963,1
-4.7179384,0.46974298,1
0.15127847,0.29775828,1
-2.083555,-1.0160999,1
2.384252,0.2618256,1
-2.3615615,-0.24022935,1
3.1792154,1.24418,1
-1.4009445,-0.19427261,1
-1.4112681,-0.039866112,1
0.7380692,-0.6996785,1
-0.16678089,0.47130138,1
-0.5991218,0.111583285,1
0.29010704,0.26217908,1
-2.3740003,1.0558723,1
-2.122385,0.8454657,1
-3.4240508,0.50816154,1
1.1784606,-0.81737155,1
0.7824679,0.75278425,1
1.0625292,0.40812752,1
-1.2351602,1.565415,1
-1.0355065,-0.14774287,1
-2.283082,0.045724764,1
0.031534575,0.28246868,1
1.5832955,0.34893447,1
0.42473245,0.4079215,1
3.3897176,1.2366258,1
-1.0071706,1.3933873,1
-1.4099469,1.706747,1
0.7290947,0.75729376,1
2.0941575,0.7807648,1
-1.457765,1.4617697,1
-0.2542329,-0.7265781,1
1.8326144,0.2502166,1
-2.1289408,-0.3152821,1
1.0399354,0.15294231,1
1.7939932,0.01167975,1
0.4998964,0.01832692,1
-2.5770419,0.17703208,1
2.3119302,0.07466578,1
2.0434937,0.2785363,1
0.83196104,0.77669424,1
0.24459343,0.372294,1
-2.0018022,0.14950159,1
2.856681,-0.3493545,1
-2.1340082,-0.2958866,1
-1.1953441,-1.0746052,1
1.8841673,0.87349373,1
0.29905725,-0.79627144,1
0.43093508,0.37630463,1
0.5390767,0.33267877,1
0.73302424,0.8329772,1
0.38959813,0.3877709,1
-1.3102721,-0.061111446,1
-0.35335404,0.7622939,1
4.08249,-1.1661218,1
-0.43293405,0.9204737,1
1.9822152,0.26045203,1
0.2297213,0.09761077,1
1.6721512,0.09375915,1
1.2097238,0.98626024,1
-1.663672,0.17270112,1
0.7141367,0.62441665,1
0.2351764,0.32446975,1
-2.2389853,0.14231749,1
-2.9543002,1.2070923,1
1.1606109,0.96443605,1
-0.73518753,-1.6678355,1
0.25995982,0.3440818,1
-5.3527527,-0.55784637,1
-1.9919536,-1.1379905,1
-0.051349916,2.0717955,1
0.72526425,0.14217277,1
-0.48592812,0.745603,1
-1.9106278,-0.81779677,1
1.9220395,0.27622253,1
2.355742,-0.37990874,1
0.35292545,1.3891851,1
2.2247167,0.27783173,1
0.3583968,0.42776912,1
0.72729874,0.93795866,1
-2.1310637,1.0325751,1
2.832825,1.1308982,1
-3.5983043,1.0834255,1
