p,q,anomaly
2.1989765,-0.07922942,1
-2.4990654,0.4752585,1
-3.3655517,0.2934776,1
-0.9076666,-0.00010850633,1
-1.3064333,1.222955,1
-0.22686143,0.60100585,1
0.60075355,-0.09117487,1
1.5428568,0.099982515,1
-2.3223898,1.047933,1
-0.3064848,0.52058434,1
-0.77507293,0.7674381,1
-0.14226069,0.28025994,1
3.1193764,0.61917394,1
1.6420497,0.064853944,1
0.42838177,0.37845582,1
-1.2444859,0.35504687,1
2.0088336,0.6869428,1
0.15511361,0.33495548,1
0.6589384,-0.5573784,1
-0.47495738,0.748625,1
2.0900218,0.31680754,1
1.5051094,0.44476777,1
5.4535575,-0.023686737,1
0.84956867,0.9048116,1
-0.13354287,0.22867306,1
-0.23078448,0.5286469,1
3.0605094,1.0084304,1
-2.812952,0.7379441,1
-1.0741662,0.025412861,1
0.92249244,1.1626241,1
4.875644,1.1940222,1
-1.8151294,0.6536361,1
2.6392467,1.1186081,1
2.791881,-0.0027994346,1
0.21616885,0.31834996,1
-2.4795692,0.17429754,1
0.16386627,1.1766075,1
1.4131948,0.14590201,1
0.046352588,1.4301695,1
2.5330255,0.19366266,1
1.0670197,1.2537045,1
-4.5663986,1.620183,1
0.13160074,0.2530151,1
-0.26782283,0.5695086,1
1.7714447,1.086593,1
1.1566411,1.3440402,1
0.11509588,0.35486808,1
-1.1095405,0.7750533,1
-3.4230711,-0.75668454,1
2.3186727,0.9423835,1
0.13470604,0.21677123,1
-0.7365417,0.26431632,1
4.873751,0.5979592,1
-1.1195985,0.28107995,1
1.4888004,0.40085912,1
-2.7298555,-0.40794575,1
3.0899367,1.1547024,1
0.05126296,0.24447407,1
-1.9528509,-0.08149856,1
4.856823,-0.752724,1
1.5024236,0.42398453,1
-0.2638735,0.22331066,1
-0.6928819,0.015205415,1
0.30241093,1.0816506,1
-1.5589994,-0.09877871,1
2.7654262,0.2589995,1
-4.976216,0.30915213,1
-0.12724403,0.8082899,1
1.9035908,0.06969264,1
