connectortype,durationcharge,durationsession,energy,tariff,cost,meanpower,maxpower,anomaly
0.0,0.82,0.83,15.834,0.0,0.0,5.346,7.2,1
0.0,1.3930001,7.297001,7.9919987,0.0,0.0,5.493999,7.2,1
0.0,0.6630001,2.7129989,4.006001,1.147,4.242999,5.427999,7.2,1
0.0,0.54699993,1.3842,4.838999,0.057,0.057,3.6840012,7.2,1
0.0,0.0,0.043000005,0.118999995,1.0530001,0.013000004,6.257001,7.2,1
0.0,1.1630001,1.277,-0.42000008,0.3769999,2.2729988,5.913999,7.2,1
0.0,2.872999,2.157001,12.005999,0.38699993,4.037001,4.174001,7.2,1
0.0,2.2670012,8.722999,6.590001,0.28300008,2.162999,2.898999,7.2,1
0.0,5.75,1.81,3.814,0.24,0.92,2.889,7.2,1
0.0,4.522999,4.6470013,7.433001,0.057,0.057,6.106999,7.2,1
0.0,0.4,0.4,25.787,0.59,1.54,6.515,7.2,1
0.0,0.17700006,0.45699993,2.300999,0.6130001,1.637,5.952001,7.2,1
0.0,0.59699994,2.0170002,12.041999,0.45699993,4.8970013,6.668001,7.2,1
0.0,3.2529988,3.377001,2.100001,0.9269999,9.552999,3.2799988,7.2,1
0.0,0.23700008,0.23700008,3.961999,0.9369999,1.007,6.0680013,7.2,1
0.0,2.432999,2.907001,2.916001,0.057,0.057,5.588999,7.2,1
0.0,3.01,3.02,84.31,0.0,0.0,5.104,7.2,1
0.0,4.822999,3.2670012,15.855999,0.81,12.947001,3.318001,7.2,1
0.0,0.7569999,1.0830001,3.685999,1.0330001,4.137001,3.3690012,7.2,1
0.0,0.5730001,1.6430001,3.755001,0.41699994,1.2730001,5.812999,7.2,1
0.0,3.2829988,16.676992,11.0650015,0.0,0.0,3.238999,7.2,1
0.0,0.073,0.08299999,-0.48500007,0.0,0.0,2.9969988,7.2,1
0.0,1.0630001,1.1869999,2.6180012,0.057,0.0,5.821999,7.2,1
0.0,2.4529989,2.8029988,1.8039999,1.1669999,7.322999,2.5919988,7.2,1
0.0,0.34300008,0.13700001,0.3079999,0.0,0.0,3.079999,7.2,1
0.0,7.81,2.19,13.178,1.22,16.08,6.017,7.2,1
0.0,2.157001,7.6429987,11.041999,0.057,0.0,5.2279987,7.2,1
0.0,0.59699994,2.057001,11.739999,0.057,0.057,6.0150013,7.2,1
0.0,0.65300006,6.502999,1.6860001,1.1769999,2.0070002,2.512001,7.2,1
0.0,1.29,1.3,30.763,0.0,0.0,3.109,7.2,1
0.0,7.62,1.78,5.326,0.0,0.0,2.992,7.2,1
0.0,2.867001,10.702999,11.044999,0.057,0.0,3.8939989,7.2,1
0.0,1.5430001,2.842999,3.442001,0.057,0.057,4.599999,7.2,1
0.0,2.392999,2.8356009,1.7839999,0.057,0.0,2.9839988,7.2,1
0.0,2.27,2.28,79.386,0.0,0.0,5.544,7.2,1
0.0,7.902999,7.935799,6.681001,0.057,0.057,3.1639988,7.2,1
0.0,1.5430001,3.2570012,0.35699993,0.057,0.0,3.1319988,7.2,1
0.0,0.077,1.7930001,0.24600007,0.057,9.313226e-10,5.1070013,7.2,1
0.0,2.682999,2.617001,4.8250012,0.057,0.057,5.422999,7.2,1
0.0,2.2229989,1.1669999,6.928999,0.057,0.0,3.121001,7.2,1
0.0,2.36,0.61,3.596,0.0,0.0,5.993,7.2,1
0.0,1.363,1.4769999,3.2210011,1.277,10.212999,5.8729987,7.2,1
0.0,15.75,3.23,20.015,0.81,16.21,6.197,7.2,1
0.0,2.95,2.95,102.763,0.0,0.0,4.408,7.2,1
0.0,1.74,1.74,72.353,0.74,7.7,5.977,7.2,1
0.0,1.96,2.47,37.111,1.13,6.7,3.024,7.2,1
0.0,1.3930001,2.4929988,1.466,0.057,0.0,2.9309988,7.2,1
0.0,0.8069999,2.0129988,6.731999,1.0058,7.117001,3.353001,7.2,1
0.0,2.5170012,9.192999,7.439001,0.0,0.0,2.9439988,7.2,1
0.0,1.527,6.212999,4.7000012,0.0,0.0,3.1019988,7.2,1
0.0,2.352999,1.517,13.843999,0.0,0.057,5.8250012,7.2,1
0.0,2.412999,2.7670012,0.67099994,0.057,0.0,5.534999,7.2,1
0.0,1.33,1.34,22.576,0.0,0.0,6.072,7.2,1
0.0,3.2170012,8.482999,18.882992,0.5069999,8.527001,5.900999,7.2,1
0.0,4.85,1.5,5.334,0.71,3.79,5.443,7.2,1
0.0,4.06,1.18,13.306,0.0,0.0,3.277,7.2,1
0.0,0.16579996,0.127,1.0910001,0.48699993,0.5128,5.797001,7.2,1
0.0,3.01,4.32,116.325,0.77,9.12,3.937,7.2,1
0.0,1.5,1.5,47.342,0.0,0.0,3.257,7.2,1
0.0,1.4669999,3.882999,4.304999,0.0,0.057,3.1510012,7.2,1
0.0,15.59,3.3,11.328,0.0,0.0,3.443,7.2,1
0.0,0.8269999,1.9486,7.110999,0.0,0.057,5.0350013,7.2,1
0.0,1.243,1.3569999,-0.15399992,0.79699993,3.122999,3.2529988,7.2,1
0.0,5.9129987,3.2470012,7.557001,0.54699993,3.612999,2.751999,7.2,1
0.0,1.473,1.5969999,3.5470011,0.057,0.0,4.914999,7.2,1
0.0,2.4529989,12.877001,8.002999,0.0,0.0,3.268001,7.2,1
0.0,7.71,2.61,5.953,0.52,3.1,2.918,7.2,1
0.0,2.43,0.73,7.619,1.2,9.14,3.135,7.2,1
0.0,0.8969999,2.0370007,11.817999,0.057,0.057,6.0540013,7.2,1
0.0,2.4670012,10.302999,14.4349985,0.0,0.0,5.955999,7.2,1
0.0,2.0985997,2.1870012,16.094007,0.057,0.057,2.9810011,7.2,1
0.0,0.9330001,1.0469999,-0.4280001,0.057,0.0,2.191999,7.2,1
0.0,3.13,0.69,2.275,0.0,0.0,3.297,7.2,1
0.0,3.9,4.15,96.485,0.11,1.3,3.04,7.2,1
0.0,0.49699992,1.6530001,3.082999,0.99300003,3.357001,4.300001,7.2,1
0.0,0.25700006,0.5769999,2.832999,0.6930001,2.2270012,5.615001,7.2,1
0.0,3.4929988,3.607001,3.465001,0.20700008,2.372999,4.4979987,7.2,1
0.0,0.9269999,2.617001,11.6589985,0.057,0.057,5.944001,7.2,1
0.0,0.21700007,0.5069999,1.3130001,0.057,0.057,3.1710012,7.2,1
0.0,1.2169999,5.1029987,2.777999,0.0114,0.057,2.4782007,7.2,1
0.0,0.9369999,2.162999,2.760999,0.057,0.057,3.202,7.2,1
0.0,2.84,2.98,90.895,0.0,0.0,5.812,7.2,1
0.0,0.024400003,0.013000004,0.23000006,0.0285,0.0,6.1429987,7.2,1
0.0,0.13700001,0.19280003,0.4840001,0.0171,0.057,3.239001,7.2,1
0.0,0.38699993,3.412999,1.5040001,0.057,0.057,4.787001,7.2,1
0.0,1.31,1.31,46.704,0.0,0.0,5.882,7.2,1
0.0,0.9969999,1.5430001,2.6669989,0.35699993,0.8769999,1.989,7.2,1
0.0,0.8169999,1.873,5.375999,0.9369999,4.8370013,2.887001,7.2,1
0.0,2.4570012,9.952999,12.761999,0.47300005,6.732999,5.398001,7.2,1
0.0,2.352999,1.537,12.8429985,1.247,15.4070015,5.4100013,7.2,1
0.0,1.1330001,1.257,1.6559999,0.057,0.057,3.303999,7.2,1
0.0,3.05,4.35,127.528,0.0,0.0,5.032,7.2,1
0.0,2.372999,0.91699994,2.746001,0.8869999,2.172999,3.069999,7.2,1
0.0,2.2870011,8.352999,6.411001,0.0,0.0,2.7919989,7.2,1
0.0,1.3369999,4.752999,3.839999,0.0,0.057,3.1020012,7.2,1
0.0,0.32699993,0.84699994,4.210999,0.0,0.057,5.529001,7.2,1
0.0,3.87,3.95,62.077,0.26,3.05,3.031,7.2,1
0.0,2.85,1.04,6.032,0.44,2.65,5.8,7.2,1
0.0,4.05,1.17,4.211,0.0,0.0,3.599,7.2,1
0.0,4.287001,16.98301,19.234602,0.057,0.0,4.492999,7.2,1
0.0,1.67,1.73,36.663,0.0,0.0,5.688,7.2,1
0.0,0.90699995,1.8169999,10.4019985,0.057,0.057,6.0340014,7.2,1
0.0,1.5730001,1.0969999,9.668999,1.0130001,10.467001,6.024001,7.2,1
0.0,0.8130001,1.0769999,-0.44300008,0.52699995,2.7429988,6.795999,7.2,1
0.0,0.71580005,0.35699993,3.615999,0.40699992,1.3469999,4.954001,7.2,1
0.0,4.94,1.1,6.526,0.77,5.03,5.987,7.2,1
0.0,2.7470012,3.1970012,20.190008,0.0,0.057,2.851001,7.2,1
0.0,2.15,2.15,83.663,0.0,0.0,4.107,7.2,1
0.0,1.3930001,0.77699995,4.180999,0.45699993,1.6430001,2.9800012,7.2,1
0.0,3.357001,7.652999,11.136002,0.39699993,3.7129989,3.299999,7.2,1
0.0,3.132999,3.2570012,7.516001,0.0,0.057,6.028999,7.2,1
0.0,4.0,1.18,12.904,0.0,0.0,3.226,7.2,1
0.0,1.9430001,3.0029988,0.5809999,0.6269999,3.422999,2.9959989,7.2,1
0.0,0.3730001,0.23700008,2.4759989,1.267,3.117001,5.948001,7.2,1
0.0,2.5,2.51,126.493,0.0,0.0,5.974,7.2,1
0.0,4.512999,2.4370012,5.602001,1.0569999,5.597001,3.129999,7.2,1
0.0,0.41300008,0.21700007,0.5439999,0.96699995,0.38300008,2.9869988,7.2,1
0.0,1.4030001,0.5569999,1.532,0.057,0.0,2.9529989,7.2,1
0.0,8.22,2.46,7.646,0.0,0.0,3.121,7.2,1
0.0,0.7330001,0.35699993,0.92199993,0.91699994,0.6830001,2.925999,7.2,1
0.0,19.61,4.55,14.174,0.0,0.0,3.579,7.2,1
0.0,0.43,0.44,8.001,0.0,0.0,3.884,7.2,1
0.0,4.29,0.9,2.917,0.53,1.55,3.241,7.2,1
0.0,2.34,0.55,1.021,0.0,0.0,2.127,7.2,1
0.0,2.392999,2.5170012,3.587001,0.057,0.057,5.913999,7.2,1
0.0,1.4430001,8.607001,4.672999,0.0,0.0,3.2100012,7.2,1
