connectortype,durationcharge,durationsession,energy,tariff,cost,meanpower,maxpower,anomaly
0.0,0.82,0.83,15.834,0.0,0.0,5.346,7.2,1
0.0,1.6530004,7.0370007,7.8460007,0.0,0.0,5.753999,7.2,1
0.0,0.7606001,2.8511996,3.7460008,1.2930003,4.5029993,5.3632007,7.2,1
0.0,0.6930003,1.1469997,4.693001,0.0,0.0,3.8299992,7.2,1
0.0,0.101500005,0.01,0.22440001,1.3,0.0,6.1188,7.2,1
0.0,1.0169997,1.4230003,-0.274,0.523,2.1270008,5.768001,7.2,1
0.0,2.727001,2.302999,12.265999,0.533,3.777001,3.914001,7.2,1
0.0,2.4129992,8.577001,6.735999,0.5430001,2.017001,2.753001,7.2,1
0.0,5.75,1.81,3.814,0.24,0.92,2.889,7.2,1
0.0,4.377001,4.7929993,7.578999,0.20300001,0.0,5.961001,7.2,1
0.0,0.4,0.4,25.787,0.59,1.54,6.515,7.2,1
0.0,0.323,0.52180004,2.155001,0.46699983,1.7830003,6.097999,7.2,1
0.0,0.74300027,2.1629994,11.896001,0.197,4.637001,6.813999,7.2,1
0.0,3.1070008,3.522999,2.245999,1.0730003,9.407001,3.1340008,7.2,1
0.0,0.38300002,0.38300002,3.816001,0.6769997,1.1530002,6.2139993,7.2,1
0.0,2.287001,3.052999,3.061999,0.20300001,0.0,5.443001,7.2,1
0.0,3.01,3.02,84.31,0.0,0.0,5.104,7.2,1
0.0,4.677001,3.4129992,15.710001,1.0130002,13.092999,3.0580008,7.2,1
0.0,0.90300024,0.9369997,3.540001,0.8869997,4.282999,3.5149992,7.2,1
0.0,0.8330003,1.4969997,3.900999,0.5630001,1.1269997,5.667001,7.2,1
0.0,3.542999,16.823,11.2109995,0.0,0.0,3.093001,7.2,1
0.0,0.0,0.343,-0.339,0.20300001,0.0,3.2163992,7.2,1
0.0,0.9169997,1.3330003,2.7639992,0.20300001,0.0,5.676001,7.2,1
0.0,2.3070009,3.062999,1.9500003,1.3,7.177001,2.4460008,7.2,1
0.0,0.197,0.24240002,0.454,0.20300001,0.0,2.934001,7.2,1
0.0,7.81,2.19,13.178,1.22,16.08,6.017,7.2,1
0.0,2.302999,7.4970007,11.301999,0.0,0.0,5.0820007,7.2,1
0.0,0.74300027,2.202999,11.594001,0.0,0.0,6.1609993,7.2,1
0.0,0.50699973,6.357001,1.5399997,1.3,1.9906,2.657999,7.2,1
0.0,1.29,1.3,30.763,0.0,0.0,3.109,7.2,1
0.0,7.62,1.78,5.326,0.0,0.0,2.992,7.2,1
0.0,3.012999,10.557001,11.304999,0.20300001,0.0,3.7480009,7.2,1
0.0,1.3969997,3.1029992,3.587999,0.20300001,0.0,4.454001,7.2,1
0.0,2.247001,2.992999,1.9300003,0.20300001,0.0,2.8380008,7.2,1
0.0,2.27,2.28,79.386,0.0,0.0,5.544,7.2,1
0.0,7.757001,8.172999,6.826999,0.20300001,0.0,3.0180008,7.2,1
0.0,1.3969997,3.4029992,0.503,0.20300001,0.0,2.9860008,7.2,1
0.0,0.1012,1.9718002,0.2624,0.18270001,0.0,4.847001,7.2,1
0.0,2.537001,2.762999,4.9709992,0.20300001,0.0,5.277001,7.2,1
0.0,2.0770009,1.3130003,6.823601,0.20300001,0.0,3.064,7.2,1
0.0,2.36,0.61,3.596,0.0,0.0,5.993,7.2,1
0.0,1.2169997,1.6230003,3.3669991,1.3,10.067001,5.7270007,7.2,1
0.0,15.75,3.23,20.015,0.81,16.21,6.197,7.2,1
0.0,2.95,2.95,102.763,0.0,0.0,4.408,7.2,1
0.0,1.74,1.74,72.353,0.74,7.7,5.977,7.2,1
0.0,1.96,2.47,37.111,1.13,6.7,3.024,7.2,1
0.0,1.2469997,2.3470008,1.6120003,0.20300001,0.0,2.7850008,7.2,1
0.0,0.9530003,1.867,6.586001,0.83699965,7.262999,3.498999,7.2,1
0.0,2.6629992,9.047001,7.584999,0.0406,0.0,2.7980008,7.2,1
0.0,1.6730003,6.067001,4.440001,0.20300001,0.0,2.9560008,7.2,1
0.0,2.207001,1.6630003,13.901,0.20300001,0.0,5.9709992,7.2,1
0.0,2.267001,2.9129992,0.81700027,0.20300001,0.0,5.389001,7.2,1
0.0,1.33,1.34,22.576,0.0,0.0,6.072,7.2,1
0.0,3.3629992,8.337001,19.029,0.45000002,8.267001,5.755001,7.2,1
0.0,4.85,1.5,5.334,0.71,3.79,5.443,7.2,1
0.0,4.06,1.18,13.306,0.0,0.0,3.277,7.2,1
0.0,0.24060002,0.110599995,1.1074,0.63300014,0.40880004,5.74,7.2,1
0.0,3.01,4.32,116.325,0.77,9.12,3.937,7.2,1
0.0,1.5,1.5,47.342,0.0,0.0,3.257,7.2,1
0.0,1.6130003,3.737001,4.4026,0.20300001,0.0,2.891001,7.2,1
0.0,15.59,3.3,11.328,0.0,0.0,3.443,7.2,1
0.0,0.9730003,1.7569997,6.965001,0.0,0.0,5.1809993,7.2,1
0.0,1.0969996,1.5030003,-0.007999986,0.9430003,2.977001,3.1070008,7.2,1
0.0,5.7670007,3.3929992,7.702999,0.6930003,3.467001,2.606001,7.2,1
0.0,1.3269997,1.7430003,3.6929991,0.20300001,0.0,4.769001,7.2,1
0.0,2.712999,13.022999,8.263,0.0,0.0,3.0080009,7.2,1
0.0,7.71,2.61,5.953,0.52,3.1,2.918,7.2,1
0.0,2.43,0.73,7.619,1.2,9.14,3.135,7.2,1
0.0,1.0430002,2.1829991,11.672001,0.0,0.0,6.1999993,7.2,1
0.0,2.6129992,10.157001,14.694999,0.0,0.0,5.810001,7.2,1
0.0,2.312999,2.3329992,15.948,0.0,0.0,3.1269991,7.2,1
0.0,0.7869997,1.1930003,-0.282,0.20300001,0.0,2.046001,7.2,1
0.0,3.13,0.69,2.275,0.0,0.0,3.297,7.2,1
0.0,3.9,4.15,96.485,0.11,1.3,3.04,7.2,1
0.0,0.64300025,1.9130003,2.937001,0.84699965,3.502999,4.445999,7.2,1
0.0,0.40300003,0.64180017,2.687001,0.5469997,2.3729992,5.760999,7.2,1
0.0,3.3470008,3.752999,3.610999,0.35300002,2.227001,4.3520007,7.2,1
0.0,1.0730003,2.762999,11.5130005,0.0,0.0,6.089999,7.2,1
0.0,0.363,0.28759998,1.1669997,0.0,0.1624,3.3169992,7.2,1
0.0,1.3630003,4.9570007,2.632001,0.18270001,0.0,2.241001,7.2,1
0.0,1.0830003,2.017001,2.7368004,0.20300001,0.0,2.9990008,7.2,1
0.0,2.84,2.98,90.895,0.0,0.0,5.812,7.2,1
0.0,0.1106,0.01,0.376,0.121800005,0.0,5.9970007,7.2,1
0.0,0.1612,0.1294,0.541,0.1421,0.0,3.1414,7.2,1
0.0,0.533,3.267001,1.3579997,0.20300001,0.20300001,4.932999,7.2,1
0.0,1.31,1.31,46.704,0.0,0.0,5.882,7.2,1
