connectortype,durationcharge,durationsession,energy,tariff,cost,meanpower,maxpower,anomaly
0.0,0.811,0.839,15.842999,0.044999998,0.036,5.3190007,7.2,1
0.0,1.45,7.275999,8.031,0.009,0.0,5.551,7.2,1
0.0,0.666,2.788,3.949,1.1259998,4.2460012,5.4670005,7.2,1
0.0,0.481,1.359,4.9049997,0.044999998,0.026999999,3.6,7.2,1
0.0,0.009,0.063999996,0.098000005,1.1639997,0.034,6.1100016,7.2,1
0.0,1.1300006,1.2559998,-0.387,0.39200002,2.24,5.881002,7.2,1
0.0,2.8849998,2.1810005,12.054,0.36600003,3.9529998,4.1080003,7.2,1
0.0,2.1739998,8.833999,6.533,0.43,2.1839998,2.9199998,7.2,1
0.0,5.7230005,1.8549997,3.823,0.267,0.929,2.8619998,7.2,1
0.0,4.58,4.6259995,7.3580003,0.026999999,0.009,6.1460004,7.2,1
0.0,0.42700002,0.409,25.796001,0.617,1.5669998,6.506,7.2,1
0.0,0.138,0.43600002,2.3219998,0.76,1.5440003,5.8770003,7.2,1
0.0,0.522,1.9959998,12.099,0.45400003,4.804001,6.5930004,7.2,1
0.0,3.3009999,3.329,2.052,0.915,9.529001,3.3099997,7.2,1
0.0,0.18,0.21600002,3.9830003,0.952,0.95,6.029,7.2,1
0.0,2.4359996,2.9220004,2.8950002,0.072,0.018,5.592001,7.2,1
0.0,3.019,3.029,84.300995,0.0,0.0,5.113,7.2,1
0.0,4.844001,3.2460003,15.931,0.828,12.872001,3.2429998,7.2,1
0.0,0.7,1.2119995,3.725,1.1619996,4.08,3.321,7.2,1
0.0,0.576,1.7359998,3.7340002,0.36,1.33,5.852,7.2,1
0.0,3.3219998,16.656004,10.990001,0.009,0.0,3.2599998,7.2,1
0.0,0.09399998,0.19400002,-0.452,0.072,0.0,2.964,7.2,1
0.0,1.12,1.1659998,2.5970004,0.036,0.009,5.8610005,7.2,1
0.0,2.4649997,2.869,1.7739998,1.1729996,7.2990017,2.5859995,7.2,1
0.0,0.364,0.15200002,0.269,0.072,0.0,3.0649996,7.2,1
0.0,7.7740006,2.2260003,13.178,1.2559998,16.043997,5.981001,7.2,1
0.0,2.0909998,7.7089996,11.09,0.044999998,0.0,5.2580004,7.2,1
0.0,0.56700003,2.0450003,11.77,0.036,0.044999998,5.9849997,7.2,1
0.0,0.67399997,6.5779996,1.7789998,1.1739997,1.9320002,2.4189997,7.2,1
0.0,1.3259997,1.3,30.726997,0.026999999,0.018,3.1450002,7.2,1
0.0,7.575001,1.8249997,5.2990007,0.009,0.018,2.983,7.2,1
0.0,2.7379994,10.831999,11.155999,0.072,0.0,3.8969996,7.2,1
0.0,1.6,2.9,3.403,0.072,0.018,4.657,7.2,1
0.0,2.432,2.808,1.727,0.06299999,0.0,3.0049996,7.2,1
0.0,2.27,2.3160002,79.386,0.018,0.009,5.544,7.2,1
0.0,7.9420004,7.952,6.6419997,0.018,0.0,3.1669996,7.2,1
0.0,1.5100006,3.2540004,0.39000002,0.072,0.0,3.1169994,7.2,1
0.0,0.0020000003,1.8320001,0.321,0.036,0.0,5.05,7.2,1
0.0,2.7039998,2.5960002,4.7500005,0.053999998,0.036,5.426001,7.2,1
