p,q,anomaly
2.3159773,0.037770584,1
-2.4990654,0.4752585,1
-3.3655517,0.2934776,1
-0.9076666,-0.00010850633,1
-1.3064333,1.222955,1
-0.10986149,0.9240056,1
0.59515333,0.025825143,1
1.659856,0.2169825,1
-2.3223898,1.047933,1
-0.1894849,0.8435842,1
-0.77507293,0.7674381,1
-0.025260642,0.60326004,1
3.1783755,0.9421737,1
1.7590488,0.18185395,1
0.5753818,0.3812558,1
-1.2444859,0.35504687,1
2.0238326,0.49594295,1
0.27211362,0.6579556,1
0.87893844,-0.3373784,1
-0.25495738,0.96862495,1
2.0170205,0.24380757,1
1.2233096,0.4597677,1
5.7765574,0.09331325,1
0.7025688,0.7878114,1
-0.016542822,0.5104731,1
-0.11378455,0.64564687,1
3.295509,1.0814304,1
-2.812952,0.7379441,1
-1.0741662,0.025412861,1
0.81949264,1.045625,1
4.5526443,1.2230215,1
-1.8151294,0.6536361,1
2.522246,1.001609,1
2.908882,0.114200555,1
0.29856884,0.36794996,1
-2.4795692,0.17429754,1
0.28086627,1.4996074,1
1.5301939,0.262902,1
0.1633526,1.7531694,1
2.606027,0.26666272,1
0.84701973,1.1367054,1
-4.5663986,1.620183,1
0.2046007,0.28201514,1
-0.15082294,0.68650866,1
1.4924446,1.0135938,1
0.918841,1.227041,1
0.23209587,0.6778682,1
-1.1095405,0.7750533,1
-3.4230711,-0.75668454,1
2.2512722,0.92178357,1
0.16370595,0.28977126,1
-0.7365417,0.26431632,1
4.7567544,0.656959,1
-1.1195985,0.28107995,1
1.3512012,0.5038592,1
-2.7298555,-0.40794575,1
3.236936,1.0957019,1
0.16826296,0.26507407,1
-1.9528509,-0.08149856,1
4.856823,-0.752724,1
1.3854245,0.46798456,1
-0.1468736,0.5051107,1
-0.6928819,0.015205415,1
0.41941088,1.4046506,1
-1.5589994,-0.09877871,1
2.8684254,0.27959955,1
-4.976216,0.30915213,1
-0.010243982,1.1312895,1
2.02059,0.18669264,1
-0.68225384,-0.064007744,1
-0.56831056,0.009454569,1
-3.043381,1.3376036,1
2.026206,0.47995543,1
0.20268932,0.8053613,1
0.27294183,0.10044631,1
-1.8048248,0.2877479,1
-0.91156214,-0.9998497,1
0.6368646,-0.03105703,1
-4.7179384,0.46974298,1
0.10127845,0.2577583,1
-2.083555,-1.0160999,1
2.6982517,0.25182557,1
-2.3615615,-0.24022935,1
3.229215,1.0781803,1
-1.4009445,-0.19427261,1
-1.4112681,-0.039866112,1
0.7380692,-0.6996785,1
-0.21678093,0.4213013,1
-0.5991218,0.111583285,1
0.24010704,0.75217915,1
-2.3740003,1.0558723,1
-2.122385,0.8454657,1
-3.4240508,0.50816154,1
1.1784606,-0.81737155,1
0.6884679,0.8027843,1
1.1125292,0.41812748,1
-1.2351602,1.565415,1
