p,q,anomaly
2.1059766,-0.17222941,1
-2.4990654,0.4752585,1
-3.3655517,0.2934776,1
-0.9076666,-0.00010850633,1
-1.3064333,1.222955,1
-0.31986162,0.71400553,1
0.69315326,-0.18417485,1
1.4498564,0.0069825053,1
-2.3223898,1.047933,1
-0.39948502,0.633584,1
-0.77507293,0.7674381,1
-0.23526064,0.3932599,1
3.2123764,0.7121739,1
1.5490493,-0.028146066,1
0.54138166,0.34725565,1
-1.2444859,0.35504687,1
2.1018336,0.57394314,1
0.06211359,0.44795546,1
0.6589384,-0.5573784,1
-0.47495738,0.748625,1
2.1830218,0.40980777,1
1.4333092,0.5377679,1
5.5665584,-0.116686754,1
0.75656873,0.99781144,1
-0.22654282,0.30047294,1
-0.32378468,0.43564674,1
3.1535094,0.9154304,1
-2.812952,0.7379441,1
-1.0741662,0.025412861,1
0.8294925,1.2556245,1
4.782642,1.1010218,1
-1.8151294,0.6536361,1
2.7322466,1.2116085,1
2.6988811,-0.095799446,1
0.30856875,0.2459499,1
-2.4795692,0.17429754,1
0.070866264,1.2896079,1
1.3201944,0.052901987,1
-0.046647426,1.5431699,1
2.4400256,0.10066268,1
1.0570197,1.346705,1
-4.5663986,1.620183,1
0.038600706,0.16001515,1
-0.36082307,0.47650856,1
1.6584443,1.1795934,1
1.1048409,1.4370406,1
0.02209587,0.46786806,1
-1.1095405,0.7750533,1
-3.4230711,-0.75668454,1
2.3292732,0.9117837,1
0.041705996,0.123771265,1
-0.7365417,0.26431632,1
4.9667535,0.69095916,1
-1.1195985,0.28107995,1
1.5612007,0.49385935,1
-2.7298555,-0.40794575,1
3.1829367,1.061702,1
-0.041737054,0.27507395,1
-1.9528509,-0.08149856,1
4.856823,-0.752724,1
1.595424,0.41398466,1
-0.35687372,0.29511055,1
-0.6928819,0.015205415,1
0.20941089,1.194651,1
-1.5589994,-0.09877871,1
2.858426,0.26959965,1
-4.976216,0.30915213,1
-0.22024398,0.92128956,1
1.8105904,-0.023307357,1
-0.68225384,-0.064007744,1
-0.56831056,0.009454569,1
-3.043381,1.3376036,1
2.1482072,0.6219554,1
-0.007310679,0.5953612,1
0.30694196,0.13444631,1
-1.8048248,0.2877479,1
-0.91156214,-0.9998497,1
0.6468645,-0.24105702,1
-4.7179384,0.46974298,1
-0.108721554,0.09175829,1
-2.083555,-1.0160999,1
2.6642509,0.21782559,1
-2.3615615,-0.24022935,1
3.4392157,1.2881799,1
-1.4009445,-0.19427261,1
-1.4112681,-0.039866112,1
0.7380692,-0.6996785,1
-0.42678106,0.21130131,1
