connectortype,durationcharge,durationsession,energy,tariff,cost,meanpower,maxpower,anomaly
0.0,0.82,0.83,15.834,0.0,0.0,5.346,7.2,1
0.0,1.4050001,7.284999,8.004,0.0,0.0,5.506001,7.2,1
0.0,0.6750003,2.7250009,3.993999,1.135,4.255001,5.440001,7.2,1
0.0,0.5349998,1.3770002,4.851001,0.045,0.045,3.6719992,7.2,1
0.0,0.0,0.055,0.107,1.065,0.024999999,6.244999,7.2,1
0.0,1.1750001,1.265,-0.43199998,0.365,2.2850008,5.926001,7.2,1
0.0,2.885001,2.144999,12.018,0.375,4.024999,4.161999,7.2,1
0.0,2.2549992,8.735,6.577999,0.29500002,2.175001,2.911001,7.2,1
0.0,5.75,1.81,3.814,0.24,0.92,2.889,7.2,1
0.0,4.535001,4.6349993,7.420999,0.045,0.045,6.119001,7.2,1
0.0,0.4,0.4,25.787,0.59,1.54,6.515,7.2,1
0.0,0.16499999,0.445,2.313001,0.6250003,1.625,5.939999,7.2,1
0.0,0.58499974,2.005,12.054,0.445,4.8849993,6.655999,7.2,1
0.0,3.2650008,3.364999,2.087999,0.9149997,9.565,3.2920008,7.2,1
0.0,0.22500001,0.22500001,3.974001,0.9249997,0.9949997,6.0559993,7.2,1
0.0,2.445001,2.894999,2.903999,0.045,0.045,5.601001,7.2,1
0.0,3.01,3.02,84.31,0.0,0.0,5.104,7.2,1
0.0,4.835001,3.2549992,15.868,0.81,12.935,3.305999,7.2,1
0.0,0.7449997,1.095,3.698001,1.0450001,4.124999,3.3569992,7.2,1
0.0,0.5850003,1.6550001,3.742999,0.40500003,1.2850001,5.825001,7.2,1
0.0,3.2950008,16.664995,11.053,0.0,0.0,3.251001,7.2,1
0.0,0.08499999,0.095,-0.49700025,0.0,0.0,3.0090008,7.2,1
0.0,1.075,1.175,2.6059992,0.045,0.0,5.834001,7.2,1
0.0,2.4650009,2.8150008,1.7919999,1.155,7.335001,2.6040008,7.2,1
0.0,0.35500002,0.125,0.296,0.0,0.0,3.092001,7.2,1
0.0,7.81,2.19,13.178,1.22,16.08,6.017,7.2,1
0.0,2.144999,7.6550007,11.054,0.045,0.0,5.2400007,7.2,1
0.0,0.58499974,2.0449991,11.752,0.045,0.045,6.0029993,7.2,1
0.0,0.66500026,6.515001,1.6980001,1.165,1.995,2.499999,7.2,1
0.0,1.29,1.3,30.763,0.0,0.0,3.109,7.2,1
0.0,7.62,1.78,5.326,0.0,0.0,2.992,7.2,1
0.0,2.854999,10.715,11.057,0.045,0.0,3.9060009,7.2,1
0.0,1.5550001,2.855001,3.429999,0.045,0.045,4.612001,7.2,1
0.0,2.405001,2.79,1.772,0.045,0.0,2.9960008,7.2,1
0.0,2.27,2.28,79.386,0.0,0.0,5.544,7.2,1
0.0,7.915001,7.9340005,6.668999,0.045,0.045,3.1760008,7.2,1
0.0,1.5550001,3.2449992,0.34500003,0.045,0.0,3.1440008,7.2,1
