connectortype,durationcharge,durationsession,energy,tariff,cost,meanpower,maxpower,anomaly
0.0,0.82,0.83,15.834,0.0,0.0,5.346,7.2,1
0.0,1.4090004,7.280998,8.008001,0.0,0.0,5.5100017,7.2,1
0.0,0.679,2.729,3.9899998,1.1309997,4.2590017,5.4440017,7.2,1
0.0,0.531,1.3827997,4.8550014,0.040999997,0.040999997,3.668,7.2,1
0.0,0.0,0.059,0.103,1.0690004,0.029000007,6.2409983,7.2,1
0.0,1.1790004,1.2609997,-0.43600005,0.36099994,2.289,5.9300017,7.2,1
0.0,2.8890002,2.1409998,12.022001,0.37099996,4.0209994,4.1579986,7.2,1
0.0,2.251,8.739001,6.5739985,0.29900005,2.1790001,2.9150002,7.2,1
0.0,5.75,1.81,3.814,0.24,0.92,2.889,7.2,1
0.0,4.5390015,4.6309986,7.4169984,0.040999997,0.040999997,6.1230016,7.2,1
0.0,0.4,0.4,25.787,0.59,1.54,6.515,7.2,1
0.0,0.16099995,0.44099995,2.3170002,0.629,1.6209997,5.9359984,7.2,1
0.0,0.58100003,2.0009997,12.0580015,0.44099995,4.8809986,6.6519985,7.2,1
0.0,3.269,3.3609998,2.0839999,0.911,9.569001,3.296,7.2,1
0.0,0.22099996,0.22099996,3.9780002,0.921,0.991,6.0519986,7.2,1
0.0,2.4490001,2.8909998,2.8999999,0.040999997,0.040999997,5.6050014,7.2,1
0.0,3.01,3.02,84.31,0.0,0.0,5.104,7.2,1
0.0,4.8390017,3.251,15.872002,0.81,12.930999,3.3019998,7.2,1
0.0,0.741,1.0990003,3.7020001,1.0490004,4.1209984,3.353,7.2,1
0.0,0.589,1.6590004,3.7389998,0.40099996,1.2890004,5.8290014,7.2,1
0.0,3.299,16.661001,11.048999,0.0,0.0,3.255,7.2,1
0.0,0.088999994,0.099,-0.501,0.0,0.0,3.013,7.2,1
0.0,1.0790004,1.1709996,2.602,0.040999997,0.0,5.8380017,7.2,1
0.0,2.469,2.819,1.7879996,1.1509997,7.3390017,2.608,7.2,1
0.0,0.35900006,0.121,0.29199994,0.0,0.0,3.0960002,7.2,1
0.0,7.81,2.19,13.178,1.22,16.08,6.017,7.2,1
0.0,2.1409998,7.6590014,11.0580015,0.040999997,0.0,5.2440014,7.2,1
0.0,0.58100003,2.041,11.756001,0.040999997,0.040999997,5.9989986,7.2,1
0.0,0.66899997,6.5190015,1.7020004,1.1609997,1.9909997,2.4959998,7.2,1
0.0,1.29,1.3,30.763,0.0,0.0,3.109,7.2,1
0.0,7.62,1.78,5.326,0.0,0.0,2.992,7.2,1
0.0,2.8509998,10.719002,11.061002,0.040999997,0.0,3.91,7.2,1
0.0,1.5590004,2.8590002,3.4259999,0.040999997,0.040999997,4.6160016,7.2,1
0.0,2.4090002,2.7982001,1.7679996,0.040999997,0.0,3.0,7.2,1
0.0,2.27,2.28,79.386,0.0,0.0,5.544,7.2,1
0.0,7.9190016,7.937201,6.6649985,0.040999997,0.040999997,3.18,7.2,1
0.0,1.5590004,3.241,0.34099996,0.040999997,0.0,3.148,7.2,1
0.0,0.044599995,1.8090004,0.27840003,0.040999997,0.024600001,5.0909986,7.2,1
0.0,2.6990001,2.6009998,4.8089986,0.040999997,0.040999997,5.4390016,7.2,1
0.0,2.239,1.1509997,6.9450016,0.040999997,0.0,3.1049998,7.2,1
0.0,2.36,0.61,3.596,0.0,0.0,5.993,7.2,1
0.0,1.3790003,1.4609996,3.205,1.2609997,10.229002,5.8890014,7.2,1
0.0,15.75,3.23,20.015,0.81,16.21,6.197,7.2,1
0.0,2.95,2.95,102.763,0.0,0.0,4.408,7.2,1
0.0,1.74,1.74,72.353,0.74,7.7,5.977,7.2,1
0.0,1.96,2.47,37.111,1.13,6.7,3.024,7.2,1
0.0,1.4090004,2.509,1.4499997,0.040999997,0.0041,2.947,7.2,1
0.0,0.791,2.029,6.7480016,1.0072002,7.1009984,3.337,7.2,1
0.0,2.501,9.209002,7.4229984,0.0,0.0,2.96,7.2,1
0.0,1.5109997,6.2290015,4.6839986,0.0,0.0,3.118,7.2,1
0.0,2.3690002,1.5009997,13.860002,0.0041,0.040999997,5.8089986,7.2,1
0.0,2.4290001,2.751,0.65500003,0.040999997,0.0,5.5510015,7.2,1
0.0,1.33,1.34,22.576,0.0,0.0,6.072,7.2,1
0.0,3.201,8.4990015,18.867,0.49099994,8.510999,5.9170017,7.2,1
0.0,4.85,1.5,5.334,0.71,3.79,5.443,7.2,1
0.0,4.06,1.18,13.306,0.0,0.0,3.277,7.2,1
0.0,0.17540003,0.111,1.1070004,0.47099996,0.46540004,5.780998,7.2,1
0.0,3.01,4.32,116.325,0.77,9.12,3.937,7.2,1
0.0,1.5,1.5,47.342,0.0,0.0,3.257,7.2,1
0.0,1.4509996,3.8990002,4.3210015,0.0,0.040999997,3.135,7.2,1
0.0,15.59,3.3,11.328,0.0,0.0,3.443,7.2,1
0.0,0.811,1.9682,7.127002,0.0,0.040999997,5.0189986,7.2,1
0.0,1.2590003,1.3409996,-0.17000005,0.781,3.1390002,3.269,7.2,1
0.0,5.9290013,3.231,7.524599,0.531,3.6290002,2.7680001,7.2,1
0.0,1.4890003,1.5809996,3.531,0.040999997,0.0,4.9310017,7.2,1
0.0,2.469,12.860998,8.019002,0.0,0.0,3.2519999,7.2,1
0.0,7.71,2.61,5.953,0.52,3.1,2.918,7.2,1
0.0,2.43,0.73,7.619,1.2,9.14,3.135,7.2,1
0.0,0.881,2.021,11.834002,0.040999997,0.040999997,6.0379987,7.2,1
0.0,2.451,10.319001,14.451001,0.0,0.0,5.9720016,7.2,1
0.0,2.1017997,2.171,16.109999,0.040999997,0.040999997,2.965,7.2,1
0.0,0.949,1.0309998,-0.44400007,0.040999997,0.0,2.2080002,7.2,1
0.0,3.13,0.69,2.275,0.0,0.0,3.297,7.2,1
0.0,3.9,4.15,96.485,0.11,1.3,3.04,7.2,1
0.0,0.48099995,1.6690004,3.0990002,1.0090003,3.3409998,4.2839985,7.2,1
0.0,0.24099995,0.561,2.8490002,0.709,2.211,5.5989985,7.2,1
0.0,3.509,3.5909998,3.449,0.19099995,2.3890002,4.5140014,7.2,1
0.0,0.911,2.6009998,11.675001,0.040999997,0.040999997,5.9279985,7.2,1
0.0,0.20099995,0.48279995,1.3290004,0.0328,0.040999997,3.155,7.2,1
0.0,1.2009996,5.1190014,2.7940001,0.0,0.040999997,2.485,7.2,1
0.0,0.921,2.1790001,2.8098,0.040999997,0.040999997,3.2102,7.2,1
0.0,2.84,2.98,90.895,0.0,0.0,5.812,7.2,1
0.0,0.037200008,0.029000007,0.21399994,0.0205,0.0,6.167201,7.2,1
0.0,0.121,0.19459997,0.5,0.0041,0.040999997,3.2229998,7.2,1
0.0,0.37099996,3.4290001,1.5200003,0.040999997,0.040999997,4.7709985,7.2,1
0.0,1.31,1.31,46.704,0.0,0.0,5.882,7.2,1
0.0,0.981,1.5590004,2.683,0.34099996,0.861,1.9729997,7.2,1
0.0,0.801,1.8890003,5.3920016,0.921,4.8209987,2.8709998,7.2,1
0.0,2.441,9.969002,12.778002,0.48899996,6.7490015,5.3819985,7.2,1
0.0,2.3690002,1.5209997,12.859001,1.2309997,15.390999,5.3939986,7.2,1
0.0,1.1490004,1.2409997,1.6399996,0.040999997,0.040999997,3.3200002,7.2,1
0.0,3.05,4.35,127.528,0.0,0.0,5.032,7.2,1
0.0,2.3890002,0.901,2.7299998,0.871,2.1890001,3.0860002,7.2,1
0.0,2.271,8.369001,6.3949986,0.0,0.0,2.808,7.2,1
0.0,1.3209996,4.7690015,3.8560002,0.0,0.040999997,3.086,7.2,1
0.0,0.31099996,0.83100003,4.2270017,0.0,0.040999997,5.5129986,7.2,1
0.0,3.87,3.95,62.077,0.26,3.05,3.031,7.2,1
0.0,2.85,1.04,6.032,0.44,2.65,5.8,7.2,1
0.0,4.05,1.17,4.211,0.0,0.0,3.599,7.2,1
0.0,4.2709985,16.999,19.221395,0.040999997,0.0,4.5090017,7.2,1
0.0,1.67,1.73,36.663,0.0,0.0,5.688,7.2,1
0.0,0.89100003,1.8009996,10.418001,0.040999997,0.040999997,6.0179987,7.2,1
0.0,1.5890003,1.0809996,9.685001,1.0290004,10.450998,6.0079985,7.2,1
0.0,0.829,1.0609996,-0.45900005,0.511,2.759,6.8120017,7.2,1
0.0,0.72539985,0.34099996,3.6320002,0.38279995,1.3309996,4.9379983,7.2,1
0.0,4.94,1.1,6.526,0.77,5.03,5.987,7.2,1
0.0,2.731,3.181,20.206,0.0,0.040999997,2.8349998,7.2,1
0.0,2.15,2.15,83.663,0.0,0.0,4.107,7.2,1
0.0,1.4090004,0.76100004,4.1970015,0.44099995,1.6590004,2.964,7.2,1
0.0,3.3409998,7.6690016,11.119999,0.38099995,3.729,3.3160002,7.2,1
0.0,3.1490002,3.241,7.4999986,0.0,0.040999997,6.0450015,7.2,1
0.0,4.0,1.18,12.904,0.0,0.0,3.226,7.2,1
0.0,1.9590003,3.019,0.565,0.611,3.4390001,3.012,7.2,1
0.0,0.38900006,0.22099996,2.492,1.2509997,3.1009998,5.9319983,7.2,1
0.0,2.5,2.51,126.493,0.0,0.0,5.974,7.2,1
0.0,4.5290017,2.421,5.5859985,1.0409997,5.5809984,3.1460001,7.2,1
0.0,0.42900005,0.20099995,0.528,0.95100003,0.39900005,3.003,7.2,1
0.0,1.4190004,0.541,1.5159997,0.040999997,0.0,2.969,7.2,1
0.0,8.22,2.46,7.646,0.0,0.0,3.121,7.2,1
0.0,0.749,0.34099996,0.906,0.901,0.699,2.9420002,7.2,1
0.0,19.61,4.55,14.174,0.0,0.0,3.579,7.2,1
0.0,0.43,0.44,8.001,0.0,0.0,3.884,7.2,1
0.0,4.29,0.9,2.917,0.53,1.55,3.241,7.2,1
0.0,2.34,0.55,1.021,0.0,0.0,2.127,7.2,1
0.0,2.4090002,2.501,3.5709999,0.040999997,0.040999997,5.9300017,7.2,1
0.0,1.4590003,8.590999,4.6890016,0.0,0.0,3.194,7.2,1
0.0,0.26099995,0.901,5.0120015,0.6253998,3.3209999,5.9859986,7.2,1
0.0,2.77,0.83,8.05,0.75,6.04,2.906,7.2,1
0.0,2.319,1.0909996,7.3790016,1.3,9.390999,3.185,7.2,1
0.0,0.43,0.43,8.3,0.37,0.51,3.221,7.2,1
