p,q,anomaly
2.2489772,-0.029229417,1
-2.4072652,0.53645843,1
-3.3196516,0.24757758,1
-0.8617667,0.045791492,1
-1.2452332,1.253555,1
-0.1768615,0.70400566,1
0.65255344,-0.04117486,1
1.5928564,0.1499825,1
-2.2611897,1.1091331,1
-0.28708485,0.50118434,1
-0.69857305,0.81333804,1
-0.092260644,0.38326004,1
3.3141758,0.72217375,1
1.6920493,0.11485394,1
0.5313818,0.4290558,1
-1.1832857,0.35504687,1
2.203633,0.55334306,1
0.2051136,0.4991556,1
0.76603824,-0.41967845,1
-0.39845735,0.76392496,1
2.3154213,0.41980764,1
1.5963092,0.5171678,1
5.403561,0.026313245,1
0.7771688,1.0384115,1
-0.083542824,0.25987306,1
-0.22668451,0.4715469,1
3.0411084,1.0278305,1
-2.767052,0.72264415,1
-0.99766606,0.101912856,1
0.9724924,1.2656245,1
4.803242,1.1216218,1
-1.7080292,0.730136,1
2.6504457,1.1298083,1
2.8418818,0.047200553,1
0.29856887,0.3277499,1
-2.4489691,0.20489755,1
0.21386626,1.2490078,1
1.4631944,0.195902,1
0.09635259,1.5331699,1
2.5524266,0.12126268,1
1.18942,1.356705,1
-4.520499,1.5742829,1
0.18160072,0.24181518,1
-0.21782294,0.46650866,1
1.8214443,1.2201935,1
1.2478409,1.5082407,1
0.16509587,0.42726818,1
-1.0789404,0.8056533,1
-3.4230711,-0.75668454,1
2.4310727,0.98298347,1
0.184706,0.26677126,1
-0.64474183,0.26431632,1
4.946153,0.6091592,1
-1.0277983,0.25047994,1
1.7242007,0.5956591,1
-2.7298555,-0.40794575,1
3.1011357,1.1435022,1
0.10126296,0.2956741,1
-1.9222509,-0.050898567,1
4.856823,-0.72212404,1
1.6666242,0.39338452,1
-0.24447355,0.28511068,1
-0.5704821,0.13760541,1
0.29121092,1.1234509,1
-1.5130993,-0.052878715,1
2.8378253,0.34079954,1
-4.976216,0.30915213,1
-0.077243984,0.8500898,1
1.9535904,0.11969262,1
-0.60575396,0.012492247,1
-0.46121064,0.11655456,1
-2.9821808,1.3070035,1
2.1582065,0.7037554,1
0.13568932,0.55476135,1
0.37814185,0.20564634,1
-1.6824245,0.3183479,1
-0.91156214,-0.9998497,1
0.6980645,-0.09805703,1
-4.7179384,0.46974298,1
0.034278445,0.23475829,1
-2.083555,-1.0160999,1
2.6542516,0.2996256,1
-2.3615615,-0.24022935,1
3.3574147,1.35938,1
-1.3703444,-0.1636726,1
-1.3194679,0.051933885,1
0.7380692,-0.6690785,1
-0.29908088,0.24720132,1
-0.49202195,0.21868332,1
0.17310704,0.5627791,1
-2.3128002,1.0252723,1
-2.076485,0.8607657,1
-3.3781507,0.49286154,1
1.2396607,-0.75617164,1
0.6348676,0.93098444,1
1.3937289,0.43152753,1
-1.1739601,1.565415,1
-0.98960644,-0.101842865,1
-2.1912818,0.13752475,1
-0.08546542,0.3202687,1
1.6282957,0.23193446,1
0.43913245,0.6077214,1
3.5373168,1.0890263,1
-0.9153707,1.4545875,1
-1.3334467,1.7220471,1
0.5814945,0.9966938,1
1.977158,0.9427649,1
-1.3659648,1.4923698,1
-0.23893291,-0.71127814,1
1.6850152,0.35821664,1
-2.1289408,-0.3152821,1
1.4629349,0.0359423,1
2.2169929,-0.105320245,1
0.36759636,-0.11397302,1
-2.4852417,0.2382321,1
2.6269298,-0.04233423,1
1.9804941,0.41713634,1
0.6465609,1.0772943,1
0.4677935,0.42629403,1
-1.910002,0.24130163,1
3.1725807,-0.5734547,1
-2.1340082,-0.2958866,1
