p,q,anomaly
2.5839782,0.42777056,1
-2.1940649,0.41425854,1
-3.1215513,0.17147759,1
-0.72466666,0.1828915,1
-1.0014334,1.283955,1
0.15813848,0.5820057,1
1.1711533,0.4158251,1
1.9278563,0.3629825,1
-2.0783894,1.047933,1
0.13951507,0.44058418,1
-0.348073,0.58443815,1
0.3647393,0.50526005,1
3.3443758,0.8441737,1
2.0270493,0.32785395,1
0.5313818,0.45925575,1
-0.9394859,0.41604686,1
2.233833,0.33994305,1
0.54011357,0.6819556,1
0.5369384,0.052621484,1
0.013042599,0.87062496,1
2.803021,0.54180765,1
2.0533092,0.9137677,1
4.9465604,0.36131322,1
1.1125689,1.2518114,1
0.25145715,0.41247305,1
0.21521541,0.4866469,1
3.0415084,1.0274305,1
-2.6909518,0.7379441,1
-0.8301662,0.26941288,1
1.4294926,1.2656245,1
4.528643,1.4570217,1
-1.5711294,0.5316361,1
2.742246,1.2216085,1
3.0548825,0.38220054,1
0.66456884,0.35794988,1
-2.1745687,0.35729754,1
0.6708662,0.91360795,1
1.7981943,0.286902,1
0.3093526,1.5331699,1
2.796027,0.33466268,1
1.5550196,1.356705,1
-4.322399,1.376183,1
0.3946007,0.39401513,1
0.23917702,0.3445087,1
2.2784443,1.4335934,1
1.5828408,1.2030406,1
0.50009584,0.5798682,1
-0.8655405,0.7750533,1
-3.4230711,-0.75668454,1
2.583273,1.0437835,1
0.51970595,0.47977123,1
-0.5535417,0.20331632,1
4.7327533,0.57895905,1
-0.87559855,0.5250799,1
2.0592008,0.6258592,1
-2.7298555,-0.40794575,1
2.704935,1.051702,1
0.43626294,0.50907403,1
-1.708851,0.16250144,1
4.9788227,-0.1427241,1
1.971424,0.42398453,1
0.24312636,0.28511068,1
-0.38788193,0.19820543,1
0.44341087,1.184651,1
-1.3759995,0.08422129,1
3.3564262,0.5235995,1
-4.976216,0.30915213,1
0.37975597,0.66728973,1
2.0445905,0.33269265,1
-0.07225394,0.17999226,1
-0.2633106,0.31445456,1
-2.55538,1.2156036,1
2.6462073,0.97795546,1
0.4706893,0.46336132,1
0.43894184,0.5104463,1
-1.4388249,0.16574788,1
-0.91156214,-0.9998497,1
0.7588646,0.23694295,1
-4.7179384,0.46974298,1
0.3692785,0.32575828,1
-2.083555,-1.0160999,1
3.1422524,0.45182556,1
-2.3615615,-0.24022935,1
3.449215,1.2981799,1
-1.3399445,-0.1332726,1
-0.9842682,0.26513383,1
0.79906917,-0.39467853,1
0.17321903,0.3233013,1
-0.29412186,0.2945833,1
0.38610703,0.65417916,1
-2.1299999,1.0558723,1
-1.8783848,0.9674657,1
-3.3630507,0.44716156,1
1.5444605,-0.4513716,1
1.1224678,0.9007844,1
1.6985286,0.58412755,1
-1.0521603,1.748415,1
-0.9745065,-0.08674286,1
-1.8560816,0.22872476,1
0.24953456,0.35046867,1
1.9632956,0.6889343,1
0.68273234,0.39392155,1
3.4157166,1.2106261,1
-0.7021706,1.5763873,1
-1.104947,2.0117471,1
0.45909464,1.2712938,1
2.4341578,1.0647649,1
-1.274765,1.5227697,1
-0.19323291,-0.6655781,1
1.9286149,0.35821664,1
-2.1289408,-0.3152821,1
1.9199347,0.49294227,1
2.5519936,0.3516797,1
0.35189632,0.35832688,1
-2.2720413,0.23803209,1
2.8399305,0.41466573,1
1.8274941,0.38653633,1
1.1039609,0.9246943,1
0.4065935,0.670294,1
-1.6358023,0.2715016,1
3.4926813,-0.25335467,1
-2.1340082,-0.2958866,1
-1.1953441,-1.0746052,1
2.2241678,1.0354937,1
0.42105722,-0.30827153,1
0.7009352,0.78230464,1
0.5650768,0.55067873,1
1.3690243,0.9149771,1
0.53759825,0.7397709,1
-1.0662721,0.18288855,1
-0.13535422,0.2482938,1
4.3264894,-0.9221219,1
-0.5199342,0.69747365,1
2.3482158,1.018452,1
0.47372127,0.27361077,1
2.3081512,0.3117591,1
1.4137241,1.2562598,1
-1.541672,0.17270112,1
0.98613656,0.89441675,1
0.45317635,0.59446985,1
-1.872985,0.26431748,1
-2.5882995,1.3290923,1
1.1886111,1.3564357,1
-0.73518753,-1.6678355,1
0.3819598,0.46608177,1
-5.3527527,-0.55784637,1
-1.9919536,-1.1379905,1
0.28865004,2.4117959,1
1.6052643,0.23817275,1
-0.51192826,0.6096031,1
-1.9106278,-0.81779677,1
2.3560402,0.45222253,1
2.8087418,-0.46690887,1
0.32692543,1.4151846,1
2.6167164,0.6698318,1
0.57639676,0.6977692,1
0.82329863,1.3299583,1
-1.8870635,1.2765751,1
2.7368238,1.2268984,1
-3.5373042,1.1444255,1
0.5562157,0.72980386,1
2.5923939,1.1504359,1
-0.4298103,0.26681334,1
-2.5660815,1.0067356,1
3.7707376,0.5094659,1
1.92642,0.27324274,1
-1.6600583,1.1081628,1
1.8245466,0.5984274,1
-2.3923166,0.47106957,1
3.1163619,0.20771793,1
-0.02729845,-0.16895473,1
-5.02842,0.6618574,1
0.4636262,0.636713,1
-1.9267619,1.2389028,1
1.8215485,1.2728239,1
3.3566902,-0.12385076,1
-0.6762345,0.31749693,1
-1.1267471,-0.2517421,1
0.30292287,0.7759058,1
5.168797,0.46576214,1
1.3213068,0.8163182,1
1.5477331,0.4499657,1
0.40398222,2.4384468,1
1.5490307,0.55671155,1
1.7211952,0.0050448775,1
0.025015712,0.5444838,1
3.2774496,0.5034113,1
0.4530747,0.23817272,1
-0.84928465,0.33885017,1
2.8180804,0.43133175,1
3.6017902,-0.15580058,1
1.277963,-0.7098382,1
2.6995218,1.0460625,1
2.6443584,-0.39778537,1
2.0442297,0.4162699,1
-1.5716144,-0.54335093,1
0.26094112,1.2124093,1
0.9452808,0.35208827,1
0.43191698,-0.66789585,1
2.7388656,1.2233589,1
4.4540367,1.0330422,1
1.7651653,0.29372668,1
-0.31526053,-0.61350363,1
2.7489138,0.47288656,1
-0.1307643,0.34547096,1
0.37517723,0.43311453,1
0.5979324,1.2340505,1
3.2127576,0.4765605,1
-0.55212814,-0.12516172,1
1.7036816,0.3733178,1
2.7934225,0.6819219,1
-1.4689945,0.57018924,1
-0.59795254,0.9358728,1
3.0684803,0.44470596,1
0.67520434,1.2616545,1
0.8347932,0.29725173,1
-1.1991607,0.26845753,1
-0.5177767,-0.15117717,1
3.370104,1.3290898,1
2.1651602,0.832524,1
2.2302074,0.68469244,1
2.4212847,0.8641857,1
0.6052481,-0.8490374,1
-1.5752112,0.5873797,1
-1.3081762,0.31653458,1
1.0537522,0.8998177,1
2.3311543,-0.020908833,1
-0.7394216,0.2749494,1
-0.682531,1.4814012,1
0.35655707,1.0811116,1
3.5994167,0.6924601,1
2.0855837,1.6358145,1
3.6887286,0.393273,1
