p,q,anomaly
2.1067777,-0.15522942,1
-2.4801648,0.4779585,1
-3.3520513,0.2853776,1
-0.8914668,0.016091494,1
-1.2929335,1.220255,1
-0.30286148,0.7202055,1
0.6993532,-0.16717486,1
1.4506563,0.023982506,1
-2.3061893,1.0587329,1
-0.38248488,0.639784,1
-0.75347316,0.77283806,1
-0.21826065,0.39406005,1
3.2277758,0.7275737,1
1.5336493,-0.011146056,1
0.5367817,0.33725578,1
-1.228286,0.36584687,1
2.1388328,0.60014284,1
0.07911361,0.4433556,1
0.6616384,-0.5330787,1
-0.44795737,0.748625,1
2.2092216,0.42520764,1
1.4487091,0.5531677,1
5.5457597,-0.09968675,1
0.7519688,1.0132114,1
-0.20954283,0.29587308,1
-0.30678454,0.44184688,1
3.1581085,0.91623044,1
-2.8048518,0.74604404,1
-1.0579664,0.041612867,1
0.8410924,1.2602246,1
4.7942414,1.1126215,1
-1.8043295,0.664436,1
2.7584465,1.2162086,1
2.6726813,-0.07879944,1
0.32016888,0.26294988,1
-2.4633687,0.19049755,1
0.08786626,1.2796079,1
1.3047944,0.069902,1
-0.029647408,1.5439698,1
2.4462268,0.11766268,1
1.0940194,1.351305,1
-4.5528994,1.617483,1
0.055600718,0.17701514,1
-0.34382293,0.4881087,1
1.695444,1.1841935,1
1.1056408,1.4362407,1
0.03909587,0.44706818,1
-1.0987406,0.7750533,1
-3.4149709,-0.7485846,1
2.3392725,0.94338334,1
0.058706015,0.14077127,1
-0.72304183,0.26701632,1
4.992952,0.6955591,1
-1.1006987,0.28377995,1
1.5712007,0.5146591,1
-2.7244554,-0.40254575,1
3.1875358,1.0787017,1
-0.024737036,0.28127408,1
-1.942051,-0.07069856,1
4.854123,-0.73922414,1
1.6216239,0.41858453,1
-0.33987358,0.2959107,1
-0.682082,0.026005417,1
0.22641088,1.184651,1
-1.5400996,-0.0798787,1
2.857625,0.28499952,1
-4.9600167,0.29295212,1
-0.20324399,0.91668963,1
1.8005904,-0.006307354,1
-0.67145395,-0.05320774,1
-0.5548107,0.022954572,1
-3.0244803,1.3457035,1
2.1582065,0.62815535,1
0.009689322,0.57996136,1
0.33314183,0.17144631,1
-1.791325,0.2904479,1
-0.9088622,-0.9971497,1
0.6584644,-0.22405703,1
-4.7179384,0.46974298,1
-0.09172155,0.10875829,1
-2.080855,-1.0134,1
2.638051,0.23482558,1
-2.3561614,-0.23482935,1
3.4438148,1.3035798,1
-1.3928446,-0.1861726,1
-1.4004682,-0.029066108,1
0.74076915,-0.69157857,1
-0.41518092,0.22290131,1
-0.59372187,0.11698329,1
0.047107052,0.51597935,1
-2.3577998,1.0558723,1
-2.1034844,0.8481657,1
-3.4078503,0.5189614,1
1.1865605,-0.79847175,1
0.5124678,1.0281843,1
1.3487285,0.46212754,1
-1.2270603,1.568115,1
-1.0193067,-0.13154286,1
-2.2668815,0.06192477,1
-0.21146542,0.25006866,1
1.4644958,0.10593446,1
0.34373242,0.5105216,1
3.654317,0.982826,1
-0.9963707,1.3933873,1
-1.3937471,1.7229469,1
0.46989462,1.0380937,1
1.8511577,0.9427649,1
-1.4469651,1.4725696,1
-0.2353329,-0.7076783,1
1.5788147,0.35821664,1
-2.1208405,-0.3071821,1
1.3153348,-0.09005769,1
2.069393,-0.23132025,1
0.25689632,-0.22467308,1
-2.5635414,0.19053209,1
2.4685297,-0.16833423,1
