ldr1,led2,led3,temperature1,potentiometer2,gas1,led1,air_quality1,temperature2,potentiometer1,humidity1,anomaly
76.318794,88.62745,75.63146,24.583803,46.38672,9.527454,130.0,13.437223,25.1,50.195312,61.49041,1
75.73876,88.62745,74.92937,24.556402,46.289062,7.4801874,0.0,15.292692,25.3,50.097656,79.363,1
76.71615,88.62745,75.63146,24.175829,46.289062,18.023552,130.0,41.36692,24.772598,50.195312,63.5726,1
74.2544,88.62745,73.72549,24.312002,46.289062,7.339675,0.0,13.437223,25.0,50.097656,65.49038,1
73.80224,88.62745,72.94118,25.183205,46.38672,7.019306,0.0,11.484098,25.554802,50.195312,98.690384,1
73.9895,88.62745,72.96858,24.556402,46.289062,7.6326437,0.0,21.054407,25.227402,50.29297,65.79038,1
76.373604,88.62745,75.65887,24.420086,46.289062,8.843861,130.0,13.144255,25.0,50.195312,61.31781,1
74.57409,88.62745,73.7803,24.448223,46.289062,7.437331,0.0,13.632536,25.1726,50.195312,65.163,1
76.66591,88.62745,75.68627,24.204107,46.289062,8.902178,0.0,15.976281,24.8,50.29297,65.017784,1
74.09454,88.62745,73.7803,24.502289,46.289062,7.6755,0.0,14.609098,25.1,50.29297,65.99038,1
8.531619,88.62745,7.733537,25.292301,46.38672,7.5623875,130.0,12.558317,24.772598,50.29297,61.982193,1
76.3462,88.62745,75.68627,24.23063,46.38672,8.062611,130.0,12.265348,25.0,50.195312,61.245205,1
76.903404,88.62745,75.74108,24.52836,46.38672,7.504075,130.0,12.75363,25.217796,50.195312,98.81779,1
76.66591,88.62745,75.71368,24.285433,46.38672,11.9021225,0.0,22.616907,24.717796,50.29297,63.517807,1
75.97168,88.62745,75.63146,24.312834,46.289062,7.2009187,0.0,12.070036,24.786299,50.195312,1638.1633,1
29.298923,40.0,28.62745,24.36602,39.257812,7.437331,140.0,12.460661,24.790396,54.492188,60.945206,1
76.50606,88.62745,75.71368,24.258032,46.38672,10.394421,0.0,16.855188,24.8274,50.195312,63.163013,1
73.9621,88.62745,72.91377,25.101336,46.38672,7.019306,0.0,11.484098,25.3274,50.29297,98.7726,1
74.12195,88.62745,73.69808,24.50302,46.289062,7.5778437,0.0,14.31613,25.027401,50.195312,66.44519,1
74.4919,88.62745,73.72549,24.448223,46.289062,7.382531,0.0,13.437223,24.945198,50.195312,65.417786,1
28.823925,88.62745,29.80392,25.48376,46.38672,7.5743313,130.0,13.241911,25.317797,50.195312,84.6,1
12.267628,88.62745,6.6666665,26.51595,46.289062,7.2813625,130.0,11.581755,24.663,50.29297,93.20962,1
74.38685,88.62745,73.72549,24.584486,46.289062,7.6755,0.0,15.488005,25.1,50.195312,65.89038,1
73.9621,88.62745,72.88637,24.420822,46.289062,7.5349874,0.0,15.195036,24.972599,50.195312,66.39038,1
78.19593,88.62745,77.59225,24.393421,46.289062,6.9335938,0.0,11.874723,-3276.5632,50.195312,60.763016,1
76.21375,88.62745,75.71368,24.20323,46.38672,8.32818,130.0,12.460661,24.917797,50.195312,61.345207,1
76.40101,88.62745,75.65887,24.312002,46.289062,7.437331,0.0,15.878629,24.954802,50.29297,66.09038,1
76.00366,88.62745,74.95677,24.801779,46.289062,7.382531,0.0,16.659876,25.345198,50.195312,98.663,1
77.8808,88.62745,76.86275,24.4216,46.289062,7.382531,0.0,12.363005,-3276.5632,50.195312,62.863014,1
71.94794,0.0,70.95299,24.4216,0.0,7.437331,0.0,12.75363,24.790396,0.0,60.263016,1
2.3612556,88.62745,1.9333843,24.447487,46.38672,7.6171875,130.0,18.613,24.845198,50.195312,66.082214,1
76.18635,88.62745,75.63146,24.204107,46.38672,8.734264,0.0,15.09738,24.745197,50.195312,63.090412,1
74.14935,88.62745,72.96858,24.448223,46.289062,7.4801874,0.0,19.101282,25.0,50.29297,66.517784,1
81.00937,40.0,80.05481,25.210325,39.160156,7.5469313,140.0,13.144255,24.817797,54.492188,65.363,1
76.24116,88.62745,75.68627,24.746977,46.289062,10.492077,130.0,15.292692,25.1,50.195312,61.717808,1
28.636673,40.0,27.815737,25.401619,39.257812,7.5743313,140.0,12.460661,24.817797,54.589844,61.709587,1
73.48711,88.62745,72.99599,24.801239,46.289062,8.425837,130.0,14.120817,25.017797,50.195312,63.39041,1
11.523179,88.62745,12.858979,24.393421,46.38672,7.2539625,130.0,11.484098,24.772598,50.29297,65.88222,1
76.373604,88.62745,75.68627,24.284601,46.289062,8.3984375,130.0,12.460661,24.972599,50.195312,61.272602,1
76.26856,88.62745,75.71368,24.746437,46.289062,12.722712,130.0,17.636438,25.0726,50.195312,62.772602,1
78.89016,88.62745,77.59225,25.2649,46.289062,7.379019,130.0,12.655973,26.1726,50.097656,68.417786,1
77.82599,0.0,76.89015,24.340229,79.88281,7.6755,0.0,12.851286,24.790396,0.29296875,60.217808,1
74.06714,88.62745,73.72549,24.99255,46.38672,6.94905,0.0,11.425781,25.245197,50.195312,78.963,1
74.4919,88.62745,73.69808,24.502289,46.289062,7.409931,0.0,13.632536,25.1726,50.195312,65.29038,1
32.400074,88.62745,31.709904,24.2298,46.38672,8.035212,130.0,13.730192,25.027401,50.195312,63.3,1
76.69329,88.62745,75.65887,24.285433,46.289062,8.804522,0.0,15.780973,24.8274,50.195312,64.99038,1
75.18155,88.62745,74.90196,24.55709,46.289062,7.5349874,0.0,16.659876,25.4274,50.195312,65.690384,1
73.9895,88.62745,72.88637,25.346931,46.289062,7.1563063,130.0,11.484098,26.345198,50.195312,98.7726,1
74.38685,88.62745,73.72549,24.666,46.289062,7.6755,0.0,16.757532,25.190395,50.195312,65.562996,1
64.66317,88.62745,29.80392,25.046534,87.01172,8.132868,242.0,13.632536,26.417797,92.96875,98.71779,1
27.339571,88.62745,26.721468,24.746437,46.289062,8.85932,130.0,14.706755,24.917797,50.195312,64.25481,1
76.47865,88.62745,75.68627,24.258904,46.289062,9.09749,0.0,15.585661,24.8,50.195312,63.063015,1
76.18635,88.62745,75.63146,24.746977,46.289062,12.402344,130.0,17.636438,25.045198,50.195312,62.69041,1
76.373604,88.62745,75.768486,24.773838,46.289062,13.812389,130.0,19.296595,25.045198,50.29297,65.690384,1
68.71889,88.62745,67.89795,24.284601,46.289062,7.7148438,130.0,13.241911,25.0,50.195312,49.5,1
76.77096,88.62745,75.71368,24.231508,46.38672,8.874779,0.0,16.073938,24.772598,50.29297,64.963,1
76.295944,88.62745,75.768486,24.555761,46.289062,10.085993,130.0,14.413786,25.045198,50.195312,61.49041,1
74.01691,88.62745,73.72549,24.475624,46.38672,7.6326437,0.0,15.878629,24.917797,50.29297,66.517784,1
74.67915,88.62745,73.72549,24.448223,46.289062,8.706865,0.0,17.245813,25.0,50.29297,65.44519,1
76.26856,88.62745,75.79589,24.339403,46.38672,8.84738,0.0,15.976281,24.772598,50.195312,65.09038,1
73.9895,18.82353,72.94118,24.394205,18.75,7.284875,0.0,12.363005,24.845198,0.09765625,60.263016,1
76.373604,88.62745,75.71368,24.4216,46.289062,8.84738,0.0,16.366907,24.717796,50.195312,64.863,1
74.54671,88.62745,73.67068,24.448223,46.289062,7.464731,0.0,13.437223,25.0,50.195312,65.49038,1
13.934684,88.62745,11.709908,25.730536,46.38672,7.2813625,130.0,12.167692,24.945198,50.195312,63.354794,1
75.314,88.62745,74.98418,24.502289,46.38672,7.4801874,0.0,17.636438,25.4,50.195312,65.89038,1
77.9082,88.62745,76.80794,25.45642,46.289062,7.5469313,130.0,12.948942,26.5,50.195312,98.74519,1
59.789894,88.62745,58.768734,24.719576,46.289062,7.5469313,130.0,12.460661,24.745197,50.195312,73.17259,1
76.69329,88.62745,75.65887,24.312834,46.38672,10.269365,0.0,18.320032,24.8,50.195312,63.345207,1
80.876915,40.0,80.027405,25.401733,39.257812,7.5195312,140.0,13.144255,24.817797,54.492188,65.5,1
76.79836,88.62745,75.65887,24.23063,46.38672,8.929577,0.0,16.171595,24.8274,50.195312,64.963,1
74.59694,88.62745,73.72549,24.448223,46.289062,7.437331,0.0,14.120817,25.2,50.195312,65.39038,1
76.53346,88.62745,75.63146,24.394205,46.38672,8.609209,0.0,15.292692,24.8274,50.195312,64.917786,1
74.12195,88.62745,73.72549,24.448223,46.289062,7.6052437,0.0,14.902067,25.0,50.195312,66.363,1
74.14935,88.62745,72.91377,24.23063,46.289062,7.437331,0.0,15.683317,24.954802,50.29297,66.21779,1
76.47865,88.62745,75.71368,24.258032,46.289062,23.89838,130.0,63.437233,24.717796,50.195312,63.517807,1
75.54693,88.62745,75.63146,24.909914,46.289062,58.468697,130.0,56.50364,24.790396,50.195312,73.34519,1
76.638504,88.62745,75.65887,24.258032,46.289062,8.554411,0.0,15.488005,24.772598,50.195312,64.917786,1
74.19959,88.62745,73.75289,24.611204,46.38672,7.5778437,0.0,18.613,25.2,50.195312,65.663,1
73.77483,88.62745,72.94118,24.258032,46.38672,6.991906,0.0,11.484098,-3276.5632,50.195312,76.562996,1
15.948838,88.62745,14.874561,24.610563,46.289062,7.2813625,130.0,12.070036,24.845198,50.195312,61.30959,1
76.79836,88.62745,75.63146,24.258032,46.38672,9.613171,0.0,16.56222,24.8,50.29297,63.163013,1
74.2544,88.62745,73.75289,24.339403,46.289062,7.6052437,0.0,15.780973,24.972599,50.195312,66.263,1
74.04429,88.62745,73.07818,24.448223,46.38672,7.6052437,0.0,14.609098,24.945198,50.195312,66.463,1
78.1731,88.62745,77.67446,24.746977,46.289062,7.6874437,130.0,13.144255,25.0726,50.195312,98.690384,1
76.24116,88.62745,75.68627,24.36602,46.289062,8.496094,130.0,12.558317,24.972599,50.195312,61.145206,1
76.318794,88.62745,75.65887,24.150227,46.38672,8.664007,0.0,16.073938,24.772598,50.195312,64.99038,1
30.303724,88.62745,29.721718,25.620764,46.289062,7.339675,130.0,13.046598,25.372599,50.195312,84.57259,1
74.227,88.62745,73.75289,24.448223,46.289062,7.5778437,0.0,14.511442,24.917797,50.195312,66.21779,1
76.560844,88.62745,75.74108,24.285433,46.38672,9.320202,0.0,16.26925,24.882202,50.195312,63.063015,1
76.66591,88.62745,75.68627,24.340229,46.289062,8.831921,0.0,16.366907,24.8274,50.195312,64.89038,1
23.393461,88.62745,22.070389,24.746437,87.01172,8.215065,242.0,13.632536,26.563002,92.96875,98.90962,1
74.01691,88.62745,72.94118,24.339403,46.38672,7.5778437,0.0,17.245813,24.9,50.195312,66.29038,1
68.294136,88.62745,67.815735,24.774378,46.289062,7.2265625,130.0,12.167692,25.4,50.195312,61.645206,1
76.318794,88.62745,75.65887,24.258904,46.289062,8.679466,0.0,15.878629,24.772598,50.195312,64.99038,1
76.26856,88.62745,75.63146,24.23063,46.38672,9.070091,0.0,15.683317,24.8,50.29297,63.063015,1
81.192055,0.0,80.770615,24.312834,79.78516,7.5778437,0.0,12.655973,24.790396,0.29296875,60.063015,1
81.192055,0.0,80.7021,24.340229,79.88281,7.5778437,0.0,12.655973,24.763,0.1953125,60.11781,1
78.5476,88.62745,77.72927,24.746437,46.289062,7.2265625,130.0,13.437223,25.317797,50.097656,63.19041,1
74.09454,88.62745,72.94118,24.366804,46.38672,7.6052437,0.0,14.413786,25.054802,50.195312,66.39038,1
74.14935,88.62745,73.72549,24.638605,46.289062,7.6326437,0.0,19.589563,25.045198,50.29297,65.79038,1
74.227,88.62745,73.67068,24.584486,46.38672,7.7851,0.0,17.148157,25.254803,50.29297,65.79038,1
73.9621,88.62745,72.85896,24.774378,46.38672,6.9335938,0.0,11.425781,25.4,50.195312,66.54519,1
74.94405,88.62745,73.7803,24.448223,46.289062,7.382531,0.0,14.511442,25.3,50.195312,65.562996,1
80.74447,0.0,80.082214,24.4216,79.78516,7.6755,0.0,12.655973,24.790396,0.1953125,60.063015,1
76.53346,88.62745,75.768486,24.23063,46.289062,8.999834,0.0,16.26925,24.882202,50.195312,65.09038,1
76.26856,88.62745,75.74108,24.312002,46.38672,7.437331,0.0,16.366907,24.872599,50.195312,66.09038,1
74.01233,88.62745,73.67068,24.366804,46.289062,7.5075874,0.0,16.952845,24.872599,50.195312,76.67259,1
1.4706537,88.62745,0.7569137,24.719576,46.289062,7.7577,130.0,19.68722,30.617798,50.195312,66.082214,1
74.41425,88.62745,73.69808,24.448223,46.289062,7.382531,0.0,13.925505,24.945198,50.195312,65.463,1
74.67915,88.62745,73.7803,24.448223,46.289062,9.238005,0.0,20.46847,24.972599,50.195312,65.49038,1
79.94976,87.84314,78.93315,24.719576,86.81641,7.882756,242.0,13.046598,25.190395,92.77344,69.17259,1
